 Unix Timestamp;          Alaska Standard Time;   Temp_O2logger;DO_mgL;Dosat_mgL;DO_p;W_press_kPa;atm_pressure;logger_level_cm;channel_depth_cm;Discharge_L_s;Cond_uS_cm;Temp_condlogger;Light_lux;CO2_ppm
1532098620;2018-07-20 06:57;4.39;10.79;12.17;88.68;95.163;91.3;39.4;42.6;272.8;10.6;4.48;4223;
1532099220;2018-07-20 07:07;4.42;10.82;12.16;88.97;95.132;91.3;39.1;42.3;268.5;10.6;4.48;4612;
1532099820;2018-07-20 07:17;4.45;10.84;12.16;89.17;95.178;91.2;40.6;43.7;289.1;10.6;4.52;4257;
1532100420;2018-07-20 07:27;4.47;10.84;12.14;89.29;95.102;91.2;39.8;43;278.2;10.6;4.55;4556;
1532101020;2018-07-20 07:37;4.49;10.87;12.14;89.53;95.118;91.2;40;43.2;280.5;10.6;4.56;4966;
1532101620;2018-07-20 07:47;4.52;10.87;12.13;89.63;95.118;91.2;40;43.2;280.5;10.6;4.59;4936;
1532102220;2018-07-20 07:57;4.55;10.87;12.12;89.69;95.163;91.2;40.4;43.6;286.9;10.6;4.61;4676;
1532102820;2018-07-20 08:07;4.57;10.88;12.12;89.81;95.163;91.2;40.4;43.6;286.9;10.6;4.67;4398;
1532103420;2018-07-20 08:17;4.59;10.88;12.1;89.94;95.074;91.3;38.5;41.8;260.8;10.6;4.67;5327;
1532104020;2018-07-20 08:27;4.62;10.89;12.1;90.04;95.149;91.3;39.2;42.5;270.9;10.7;4.68;7040;
1532104620;2018-07-20 08:37;4.67;10.89;12.08;90.11;95.149;91.3;39.2;42.5;270.9;10.7;4.72;6684;
1532105220;2018-07-20 08:47;4.7;10.88;12.07;90.18;95.105;91.3;38.8;42.1;264.9;10.7;4.77;6940;
1532105820;2018-07-20 08:57;4.74;10.9;12.05;90.45;95.074;91.3;38.5;41.8;260.8;10.7;4.8;8241;
1532106420;2018-07-20 09:07;4.79;10.9;12.03;90.64;95.029;91.4;37;40.4;242.3;10.7;4.84;8494;
1532107020;2018-07-20 09:17;4.85;10.88;12.02;90.51;95.09;91.4;37.6;41;249.9;10.7;4.9;6766;
1532107620;2018-07-20 09:27;4.89;10.9;12;90.77;95.06;91.4;37.3;40.7;246.2;10.8;4.94;8207;
1532108220;2018-07-20 09:37;4.94;10.9;11.99;90.91;95.076;91.4;37.5;40.8;248.2;10.8;4.98;8445;
1532108820;2018-07-20 09:47;4.99;10.89;11.95;91.08;94.895;91.4;35.6;39.1;226.5;10.8;5.03;9772;
1532109420;2018-07-20 09:57;5.05;10.9;11.95;91.22;95.047;91.4;37.2;40.5;244.6;10.8;5.07;9715;
1532110020;2018-07-20 10:07;5.12;10.86;11.92;91.1;94.986;91.4;36.6;39.9;237.1;10.8;5.15;11156;
1532110620;2018-07-20 10:17;5.19;10.86;11.9;91.28;95.002;91.4;36.7;40.1;239.1;10.9;5.2;12867;
1532111220;2018-07-20 10:27;5.26;10.87;11.87;91.53;94.942;91.4;36.1;39.5;231.9;11;5.29;9843;
1532111820;2018-07-20 10:37;5.35;10.86;11.85;91.67;94.974;91.4;36.4;39.8;235.7;10.9;5.35;19676;
1532112420;2018-07-20 10:47;5.45;10.84;11.82;91.76;94.959;91.4;36.3;39.7;233.9;11;5.46;16210;
1532113020;2018-07-20 10:57;5.57;10.83;11.77;91.99;94.854;91.4;35.2;38.7;221.8;11;5.56;23552;
1532113620;2018-07-20 11:07;5.7;10.81;11.74;92.11;94.916;91.4;35.9;39.3;228.9;11.1;5.67;23716;
1532114220;2018-07-20 11:17;5.85;10.83;11.69;92.66;94.901;91.4;35.7;39.1;227.1;11.1;5.8;29880;
1532114820;2018-07-20 11:27;6.04;10.77;11.62;92.69;94.752;91.4;34.2;37.7;210.7;11.2;5.95;19098;
1532115420;2018-07-20 11:37;6.15;10.77;11.61;92.79;94.949;91.4;36.2;39.6;232.7;11.2;6.11;19128;
1532116020;2018-07-20 11:47;6.28;10.73;11.55;92.88;94.814;91.4;34.8;38.3;217.4;11.3;6.24;25836;
1532116620;2018-07-20 11:57;6.43;10.73;11.51;93.29;94.785;91.4;34.5;38;214.2;11.3;6.38;16471;
1532117220;2018-07-20 12:07;6.55;10.72;11.47;93.42;94.786;91.4;34.5;38;214.3;11.4;6.52;15324;
1532117820;2018-07-20 12:17;6.66;10.68;11.45;93.28;94.847;91.4;35.1;38.6;221;11.4;6.64;12447;
1532118420;2018-07-20 12:27;6.74;10.64;11.43;93.09;94.848;91.4;35.2;38.6;221.1;11.4;6.73;12037;
1532119020;2018-07-20 12:37;6.82;10.63;11.39;93.34;94.773;91.4;34.4;37.9;212.9;11.5;6.81;13701;
1532119620;2018-07-20 12:47;6.89;10.6;11.38;93.18;94.835;91.4;35;38.5;219.7;11.6;6.89;13599;
1532120220;2018-07-20 12:57;6.97;10.6;11.36;93.26;94.865;91.4;35.3;38.8;223;11.6;6.98;12283;
1532120820;2018-07-20 13:07;7.02;10.56;11.35;93.05;94.851;91.4;35.2;38.6;221.5;11.7;7.03;13563;
1532121420;2018-07-20 13:17;7.09;10.52;11.33;92.85;94.882;91.4;35.5;38.9;225;11.7;7.09;15396;
1532122020;2018-07-20 13:27;7.15;10.51;11.3;92.98;94.806;91.4;34.7;38.2;216.5;11.7;7.15;14740;
1532122620;2018-07-20 13:37;7.2;10.5;11.29;92.95;94.837;91.3;36.1;39.5;231.3;11.8;7.22;13752;
1532123220;2018-07-20 13:47;7.26;10.46;11.27;92.77;94.777;91.3;35.5;38.9;224.4;11.7;7.27;9715;
1532123820;2018-07-20 13:57;7.3;10.44;11.25;92.76;94.732;91.3;35;38.5;219.4;11.7;7.31;10593;
1532124420;2018-07-20 14:07;7.34;10.44;11.25;92.8;94.793;91.3;35.6;39;226.2;11.8;7.36;10537;
1532125020;2018-07-20 14:17;7.4;10.43;11.24;92.82;94.824;91.3;35.9;39.3;229.8;11.8;7.41;14730;
1532125620;2018-07-20 14:27;7.46;10.41;11.22;92.83;94.809;91.3;35.8;39.2;228.1;11.8;7.47;13471;
1532126220;2018-07-20 14:37;7.52;10.38;11.2;92.67;94.809;91.3;35.8;39.2;228.1;11.9;7.52;9196;
1532126820;2018-07-20 14:47;7.57;10.37;11.19;92.67;94.809;91.3;35.8;39.2;228.1;12;7.57;13066;
1532127420;2018-07-20 14:57;7.62;10.34;11.16;92.72;94.674;91.3;34.4;37.9;213;11.9;7.64;11366;
1532128020;2018-07-20 15:07;7.67;10.34;11.16;92.7;94.78;91.3;35.5;38.9;224.7;12;7.69;10772;
1532128620;2018-07-20 15:17;7.72;10.31;11.14;92.59;94.751;91.3;35.2;38.6;221.5;12;7.74;8543;
1532129220;2018-07-20 15:27;7.76;10.3;11.13;92.55;94.735;91.3;35;38.5;219.7;12;7.78;10747;
1532129820;2018-07-20 15:37;7.81;10.27;11.11;92.51;94.691;91.4;33.6;37.1;204.3;12;7.85;10952;
1532130420;2018-07-20 15:47;7.85;10.28;11.1;92.56;94.736;91.4;34;37.5;209;12;7.87;9933;
1532131020;2018-07-20 15:57;7.9;10.27;11.08;92.73;94.646;91.4;33.1;36.7;199.7;12.1;7.91;9836;
1532131620;2018-07-20 16:07;7.92;10.25;11.08;92.49;94.707;91.4;33.7;37.3;205.9;12.1;7.95;9078;
1532132220;2018-07-20 16:17;7.95;10.24;11.07;92.51;94.646;91.4;33.1;36.7;199.7;12.1;7.99;7168;
1532132820;2018-07-20 16:27;7.97;10.22;11.06;92.42;94.631;91.4;32.9;36.5;198.2;12.2;8;5537;
1532133420;2018-07-20 16:37;7.98;10.2;11.06;92.26;94.631;91.4;32.9;36.5;198.2;12.3;8.03;5345;
1532134020;2018-07-20 16:47;7.99;10.18;11.06;92.05;94.677;91.4;33.4;37;202.8;12.2;8.03;5093;
1532134620;2018-07-20 16:57;7.99;10.16;11.05;91.93;94.647;91.4;33.1;36.7;199.8;12.2;8.04;4785;
1532135220;2018-07-20 17:07;7.99;10.13;11.05;91.63;94.647;91.4;33.1;36.7;199.8;12.3;8.04;4841;
1532135820;2018-07-20 17:17;7.99;10.12;11.04;91.64;94.556;91.4;32.2;35.8;190.8;12.3;8.04;4517;
1532136420;2018-07-20 17:27;7.99;10.09;11.05;91.27;94.631;91.4;32.9;36.5;198.2;12.3;8.04;4134;
1532137020;2018-07-20 17:37;7.97;10.1;11.06;91.3;94.631;91.4;32.9;36.5;198.2;12.4;8.03;4795;
1532137620;2018-07-20 17:47;7.97;10.07;11.06;91.09;94.616;91.4;32.8;36.4;196.7;12.3;8.03;5857;
1532138220;2018-07-20 17:57;7.98;10.07;11.05;91.09;94.601;91.4;32.6;36.2;195.2;12.4;8.03;5896;
1532138820;2018-07-20 18:07;7.98;10.07;11.05;91.11;94.586;91.4;32.5;36.1;193.7;12.4;8.02;4422;
1532139420;2018-07-20 18:17;7.96;10.04;11.05;90.85;94.571;91.4;32.3;35.9;192.2;12.4;8.02;3046;
1532140020;2018-07-20 18:27;7.95;10.03;11.06;90.72;94.571;91.4;32.3;35.9;192.2;12.4;8;3973;
1532140620;2018-07-20 18:37;7.95;10.04;11.06;90.75;94.616;91.4;32.8;36.4;196.7;12.5;8;4886;
1532141220;2018-07-20 18:47;7.94;10.03;11.06;90.75;94.555;91.5;31.2;34.8;181.3;12.4;8;6193;
1532141820;2018-07-20 18:57;7.95;10.03;11.05;90.75;94.54;91.5;31;34.7;179.9;12.4;8;6042;
1532142420;2018-07-20 19:07;7.95;10.02;11.05;90.69;94.525;91.5;30.8;34.5;178.5;12.5;7.99;4307;
1532143020;2018-07-20 19:17;7.94;10.02;11.06;90.61;94.54;91.5;31;34.7;179.9;12.5;8;2648;
1532143620;2018-07-20 19:27;7.93;10.02;11.06;90.63;94.54;91.5;31;34.7;179.9;12.5;7.99;2190;
1532144220;2018-07-20 19:37;7.92;9.98;11.07;90.23;94.586;91.5;31.5;35.1;184.1;12.5;7.98;2525;
1532144820;2018-07-20 19:47;7.91;9.99;11.06;90.29;94.54;91.5;31;34.7;179.9;12.5;7.98;2192;
1532145420;2018-07-20 19:57;7.9;9.98;11.06;90.18;94.51;91.5;30.7;34.4;177.2;12.5;7.96;3022;
1532146020;2018-07-20 20:07;7.89;9.94;11.06;89.84;94.495;91.5;30.5;34.2;175.9;12.5;7.95;1311;
1532146620;2018-07-20 20:17;7.87;9.96;11.07;89.97;94.539;91.5;31;34.7;179.8;12.5;7.94;2435;
1532147220;2018-07-20 20:27;7.85;9.94;11.08;89.72;94.524;91.5;30.8;34.5;178.5;12.5;7.92;1834;
1532147820;2018-07-20 20:37;7.84;9.92;11.08;89.5;94.539;91.5;31;34.7;179.8;12.5;7.9;2610;
1532148420;2018-07-20 20:47;7.82;9.93;11.09;89.52;94.555;91.5;31.2;34.8;181.3;12.5;7.9;1273;
1532149020;2018-07-20 20:57;7.8;9.9;11.1;89.27;94.555;91.5;31.2;34.8;181.3;12.5;7.87;1093;
1532149620;2018-07-20 21:07;7.78;9.9;11.1;89.25;94.524;91.5;30.8;34.5;178.5;12.5;7.86;1788;
1532150220;2018-07-20 21:17;7.76;9.89;11.1;89.1;94.478;91.5;30.4;34.1;174.4;12.5;7.83;931;
1532150820;2018-07-20 21:27;7.74;9.86;11.1;88.84;94.478;91.5;30.4;34.1;174.4;12.5;7.81;578;
1532151420;2018-07-20 21:37;7.7;9.85;11.12;88.62;94.539;91.5;31;34.7;179.8;12.6;7.78;1055;
1532152020;2018-07-20 21:47;7.68;9.85;11.12;88.55;94.493;91.5;30.5;34.2;175.7;12.5;7.75;1196;
1532152620;2018-07-20 21:57;7.65;9.83;11.13;88.37;94.492;91.5;30.5;34.2;175.6;12.5;7.73;1238;
1532153220;2018-07-20 22:07;7.62;9.83;11.14;88.21;94.553;91.5;31.1;34.8;181.1;12.5;7.7;835;
1532153820;2018-07-20 22:17;7.61;9.83;11.15;88.17;94.553;91.5;31.1;34.8;181.1;12.5;7.69;772;
1532154420;2018-07-20 22:27;7.58;9.82;11.15;88.09;94.523;91.5;30.8;34.5;178.4;12.5;7.66;461;
1532155020;2018-07-20 22:37;7.55;9.8;11.16;87.85;94.522;91.6;29.8;33.5;169.5;12.5;7.64;367;
1532155620;2018-07-20 22:47;7.52;9.8;11.17;87.7;94.567;91.6;30.3;34;173.4;12.5;7.6;250;
1532156220;2018-07-20 22:57;7.49;9.79;11.18;87.6;94.567;91.6;30.3;34;173.4;12.5;7.57;210;
1532156820;2018-07-20 23:07;7.47;9.78;11.19;87.41;94.567;91.6;30.3;34;173.4;12.5;7.54;251;
1532157420;2018-07-20 23:17;7.44;9.77;11.19;87.33;94.551;91.6;30.1;33.8;172;12.5;7.52;370;
1532158020;2018-07-20 23:27;7.41;9.79;11.19;87.44;94.476;91.6;29.3;33.1;165.6;12.5;7.49;643;
1532158620;2018-07-20 23:37;7.38;9.78;11.21;87.28;94.536;91.6;29.9;33.7;170.7;12.5;7.47;594;
1532159220;2018-07-20 23:47;7.37;9.77;11.2;87.22;94.476;91.6;29.3;33.1;165.6;12.5;7.45;649;
1532159820;2018-07-20 23:57;7.34;9.78;11.22;87.15;94.52;91.6;29.8;33.5;169.3;12.5;7.41;355;
1532160420;2018-07-21 00:07;7.32;9.77;11.22;87.02;94.535;91.6;29.9;33.7;170.6;12.4;7.39;252;
1532161020;2018-07-21 00:17;7.28;9.79;11.24;87.14;94.535;91.6;29.9;33.7;170.6;12.5;7.37;204;
1532161620;2018-07-21 00:27;7.26;9.77;11.24;86.93;94.565;91.6;30.2;34;173.2;12.4;7.34;145;
1532162220;2018-07-21 00:37;7.24;9.76;11.25;86.76;94.55;91.6;30.1;33.8;171.9;12.4;7.31;113;
1532162820;2018-07-21 00:47;7.2;9.79;11.26;86.98;94.52;91.6;29.8;33.5;169.3;12.4;7.3;89;
1532163420;2018-07-21 00:57;7.18;9.77;11.26;86.77;94.55;91.6;30.1;33.8;171.9;12.4;7.26;87;
1532164020;2018-07-21 01:07;7.15;9.77;11.27;86.68;94.534;91.6;29.9;33.7;170.5;12.4;7.24;83;
1532164620;2018-07-21 01:17;7.13;9.78;11.27;86.75;94.488;91.6;29.4;33.2;166.6;12.4;7.22;58;
1532165220;2018-07-21 01:27;7.11;9.76;11.29;86.44;94.564;91.6;30.2;33.9;173.1;12.4;7.19;49;
1532165820;2018-07-21 01:37;7.09;9.76;11.29;86.47;94.564;91.6;30.2;33.9;173.1;12.4;7.17;50;
1532166420;2018-07-21 01:47;7.06;9.78;11.3;86.56;94.578;91.6;30.4;34.1;174.4;12.3;7.14;56;
1532167020;2018-07-21 01:57;7.04;9.77;11.3;86.46;94.488;91.6;29.4;33.2;166.6;12.3;7.11;56;
1532167620;2018-07-21 02:07;7.02;9.77;11.31;86.35;94.563;91.6;30.2;33.9;173;12.3;7.1;51;
1532168220;2018-07-21 02:17;6.99;9.77;11.31;86.36;94.518;91.6;29.8;33.5;169.1;12.3;7.06;49;
1532168820;2018-07-21 02:27;6.97;9.79;11.33;86.49;94.563;91.6;30.2;33.9;173;12.3;7.05;56;
1532169420;2018-07-21 02:37;6.95;9.77;11.33;86.21;94.593;91.6;30.5;34.2;175.7;12.3;7.03;73;
1532170020;2018-07-21 02:47;6.93;9.79;11.33;86.41;94.547;91.6;30.1;33.8;171.6;12.3;7.01;72;
1532170620;2018-07-21 02:57;6.91;9.78;11.34;86.24;94.532;91.6;29.9;33.6;170.3;12.3;6.98;87;
1532171220;2018-07-21 03:07;6.89;9.79;11.35;86.33;94.547;91.6;30.1;33.8;171.6;12.3;6.97;82;
1532171820;2018-07-21 03:17;6.87;9.79;11.35;86.2;94.562;91.6;30.2;33.9;172.9;12.3;6.94;86;
1532172420;2018-07-21 03:27;6.84;9.81;11.36;86.32;94.547;91.6;30.1;33.8;171.6;12.3;6.92;94;
1532173020;2018-07-21 03:37;6.83;9.79;11.36;86.2;94.547;91.6;30.1;33.8;171.6;12.3;6.9;102;
1532173620;2018-07-21 03:47;6.81;9.79;11.36;86.18;94.516;91.6;29.7;33.5;169;12.3;6.89;147;
1532174220;2018-07-21 03:57;6.8;9.83;11.37;86.44;94.562;91.6;30.2;33.9;172.9;12.3;6.86;248;
1532174820;2018-07-21 04:07;6.78;9.82;11.38;86.28;94.547;91.6;30.1;33.8;171.6;12.3;6.85;351;
1532175420;2018-07-21 04:17;6.77;9.85;11.38;86.54;94.577;91.6;30.4;34.1;174.3;12.4;6.84;567;
1532176020;2018-07-21 04:27;6.75;9.85;11.38;86.55;94.515;91.6;29.7;33.5;168.9;12.3;6.82;687;
1532176620;2018-07-21 04:37;6.74;9.84;11.39;86.41;94.531;91.6;29.9;33.6;170.3;12.4;6.8;761;
1532177220;2018-07-21 04:47;6.72;9.86;11.39;86.59;94.515;91.6;29.7;33.5;168.9;12.4;6.79;936;
1532177820;2018-07-21 04:57;6.71;9.88;11.39;86.68;94.515;91.6;29.7;33.5;168.9;12.4;6.79;1269;
1532178420;2018-07-21 05:07;6.7;9.89;11.4;86.75;94.531;91.6;29.9;33.6;170.3;12.5;6.77;1327;
1532179020;2018-07-21 05:17;6.69;9.9;11.4;86.87;94.485;91.6;29.4;33.2;166.3;12.4;6.75;1319;
1532179620;2018-07-21 05:27;6.67;9.91;11.41;86.87;94.515;91.6;29.7;33.5;168.9;12.5;6.75;1091;
1532180220;2018-07-21 05:37;6.66;9.95;11.4;87.26;94.485;91.6;29.4;33.2;166.3;12.5;6.73;1482;
1532180820;2018-07-21 05:47;6.65;9.96;11.4;87.38;94.454;91.6;29.1;32.9;163.8;12.5;6.72;1943;
1532181420;2018-07-21 05:57;6.65;9.97;11.41;87.4;94.499;91.6;29.6;33.3;167.5;12.5;6.72;2813;
1532182020;2018-07-21 06:07;6.65;9.99;11.41;87.56;94.484;91.6;29.4;33.2;166.3;12.5;6.71;3222;
1532182620;2018-07-21 06:17;6.65;10.01;11.41;87.79;94.469;91.5;30.3;34;173.6;12.6;6.71;3570;
1532183220;2018-07-21 06:27;6.65;10.06;11.41;88.17;94.515;91.5;30.7;34.4;177.6;12.6;6.72;3963;
1532183820;2018-07-21 06:37;6.65;10.09;11.4;88.45;94.439;91.5;30;33.7;170.9;12.6;6.71;4612;
1532184420;2018-07-21 06:47;6.66;10.11;11.4;88.66;94.439;91.6;28.9;32.7;162.5;12.6;6.71;5135;
1532185020;2018-07-21 06:57;6.66;10.15;11.4;89;94.455;91.6;29.1;32.9;163.8;12.7;6.71;5338;
1532185620;2018-07-21 07:07;6.67;10.18;11.39;89.3;94.425;91.6;28.8;32.6;161.4;12.7;6.73;5240;
1532186220;2018-07-21 07:17;6.69;10.19;11.39;89.51;94.41;91.6;28.7;32.5;160.1;12.7;6.73;5240;
1532186820;2018-07-21 07:27;6.71;10.21;11.39;89.67;94.44;91.6;29;32.7;162.6;12.8;6.75;4805;
1532187420;2018-07-21 07:37;6.72;10.24;11.38;89.96;94.425;91.6;28.8;32.6;161.4;12.8;6.76;4521;
1532188020;2018-07-21 07:47;6.74;10.25;11.37;90.09;94.41;91.6;28.7;32.5;160.1;12.9;6.79;3900;
1532188620;2018-07-21 07:57;6.76;10.26;11.36;90.36;94.334;91.6;27.9;31.7;154.1;12.9;6.81;3914;
1532189220;2018-07-21 08:07;6.79;10.27;11.36;90.42;94.38;91.7;27.3;31.2;150;13;6.82;4223;
1532189820;2018-07-21 08:17;6.82;10.3;11.34;90.8;94.38;91.7;27.3;31.2;150;13;6.85;5932;
1532190420;2018-07-21 08:27;6.88;10.32;11.32;91.12;94.351;91.7;27;30.9;147.8;13.1;6.9;7265;
1532191020;2018-07-21 08:37;6.92;10.32;11.31;91.22;94.336;91.7;26.9;30.8;146.7;13;6.96;7869;
1532191620;2018-07-21 08:47;6.95;10.34;11.3;91.48;94.336;91.7;26.9;30.8;146.7;13.1;6.98;6584;
1532192220;2018-07-21 08:57;6.99;10.33;11.29;91.48;94.351;91.7;27;30.9;147.8;13.1;7.02;5640;
1532192820;2018-07-21 09:07;7.05;10.35;11.27;91.8;94.321;91.7;26.7;30.6;145.5;13.1;7.07;5878;
1532193420;2018-07-21 09:17;7.12;10.36;11.26;91.99;94.337;91.7;26.9;30.8;146.7;13.3;7.14;5353;
1532194020;2018-07-21 09:27;7.19;10.36;11.23;92.22;94.293;91.7;26.4;30.4;143.5;13.3;7.2;5619;
1532194620;2018-07-21 09:37;7.28;10.35;11.21;92.39;94.293;91.6;27.5;31.3;150.9;13.3;7.28;10424;
1532195220;2018-07-21 09:47;7.38;10.35;11.18;92.54;94.308;91.6;27.6;31.5;152.1;13.4;7.39;7560;
1532195820;2018-07-21 09:57;7.49;10.34;11.15;92.79;94.265;91.6;27.2;31.1;148.8;13.5;7.48;16850;
1532196420;2018-07-21 10:07;7.61;10.34;11.12;93.06;94.281;91.6;27.3;31.2;150;13.5;7.58;23388;
1532197020;2018-07-21 10:17;7.72;10.35;11.08;93.35;94.281;91.6;27.3;31.2;150;13.6;7.69;19026;
1532197620;2018-07-21 10:27;7.83;10.32;11.04;93.49;94.207;91.6;26.6;30.5;144.5;13.7;7.81;26214;
1532198220;2018-07-21 10:37;7.94;10.35;11.02;93.88;94.268;91.6;27.2;31.1;149;13.7;7.91;19922;
1532198820;2018-07-21 10:47;8.03;10.32;10.99;93.88;94.208;91.5;27.6;31.5;152.1;13.7;8.02;19451;
1532199420;2018-07-21 10:57;8.12;10.31;10.98;93.92;94.27;91.5;28.2;32.1;156.9;13.7;8.11;19205;
1532200020;2018-07-21 11:07;8.21;10.29;10.95;93.95;94.255;91.5;28.1;31.9;155.8;13.9;8.2;19876;
1532200620;2018-07-21 11:17;8.3;10.28;10.92;94.18;94.21;91.5;27.6;31.5;152.2;13.9;8.28;13793;
1532201220;2018-07-21 11:27;8.35;10.27;10.91;94.14;94.241;91.5;28;31.8;154.7;13.9;8.36;12805;
1532201820;2018-07-21 11:37;8.42;10.28;10.89;94.37;94.226;91.5;27.8;31.6;153.5;13.9;8.42;13921;
1532202420;2018-07-21 11:47;8.49;10.25;10.87;94.29;94.211;91.5;27.6;31.5;152.3;13.9;8.49;15252;
1532203020;2018-07-21 11:57;8.54;10.24;10.85;94.36;94.136;91.5;26.9;30.8;146.7;13.9;8.55;16020;
1532203620;2018-07-21 12:07;8.62;10.2;10.83;94.19;94.198;91.5;27.5;31.4;151.3;14;8.62;15770;
1532204220;2018-07-21 12:17;8.68;10.21;10.81;94.44;94.152;91.5;27;30.9;147.8;14;8.68;13844;
1532204820;2018-07-21 12:27;8.74;10.19;10.8;94.33;94.183;91.5;27.4;31.2;150.2;14.1;8.75;13732;
1532205420;2018-07-21 12:37;8.8;10.18;10.78;94.4;94.169;91.4;28.2;32.1;156.9;14.1;8.8;15683;
1532206020;2018-07-21 12:47;8.88;10.18;10.76;94.62;94.154;91.4;28.1;31.9;155.7;14.1;8.88;18580;
1532206620;2018-07-21 12:57;8.95;10.15;10.74;94.52;94.14;91.4;27.9;31.8;154.6;14.2;8.94;18760;
1532207220;2018-07-21 13:07;9.03;10.15;10.73;94.6;94.186;91.4;28.4;32.2;158.2;14.2;9.02;19835;
1532207820;2018-07-21 13:17;9.11;10.12;10.7;94.61;94.126;91.4;27.8;31.6;153.5;14.2;9.1;31621;
1532208420;2018-07-21 13:27;9.23;10.13;10.66;95.03;94.081;91.4;27.3;31.2;150;14.2;9.18;30556;
1532209020;2018-07-21 13:37;9.34;10.1;10.64;95;94.097;91.4;27.5;31.4;151.3;14.3;9.3;30833;
1532209620;2018-07-21 13:47;9.45;10.09;10.61;95.06;94.113;91.4;27.7;31.5;152.5;14.4;9.42;30341;
1532210220;2018-07-21 13:57;9.55;10.07;10.58;95.16;94.099;91.4;27.5;31.4;151.4;14.4;9.51;29061;
1532210820;2018-07-21 14:07;9.67;10.04;10.55;95.17;94.069;91.4;27.2;31.1;149.1;14.5;9.63;35891;
1532211420;2018-07-21 14:17;9.81;10.05;10.52;95.59;94.07;91.4;27.2;31.1;149.2;14.5;9.76;31488;
1532212020;2018-07-21 14:27;9.93;10.03;10.49;95.62;94.102;91.4;27.6;31.4;151.6;14.6;9.89;29399;
1532212620;2018-07-21 14:37;10.06;10;10.45;95.62;94.073;91.4;27.3;31.1;149.4;14.7;10.02;28314;
1532213220;2018-07-21 14:47;10.17;10;10.42;95.91;94.013;91.4;26.6;30.6;145;14.7;10.15;21350;
1532213820;2018-07-21 14:57;10.27;9.97;10.4;95.92;94.014;91.4;26.7;30.6;145;14.7;10.27;26624;
1532214420;2018-07-21 15:07;10.41;9.93;10.37;95.83;94.045;91.4;27;30.9;147.3;14.7;10.37;42701;
1532215020;2018-07-21 15:17;10.58;9.92;10.32;96.08;94.016;91.3;27.7;31.5;152.7;14.9;10.53;40182;
1532215620;2018-07-21 15:27;10.71;9.91;10.29;96.28;94.033;91.3;27.9;31.7;154;15;10.67;28908;
1532216220;2018-07-21 15:37;10.83;9.86;10.26;96.04;94.018;91.3;27.7;31.6;152.9;15.1;10.8;26819;
1532216820;2018-07-21 15:47;10.94;9.85;10.24;96.18;94.034;91.3;27.9;31.7;154.1;15;10.92;30392;
1532217420;2018-07-21 15:57;11.07;9.81;10.2;96.19;93.989;91.3;27.4;31.3;150.6;15.1;11.04;30956;
1532218020;2018-07-21 16:07;11.21;9.79;10.18;96.23;94.067;91.3;28.2;32;156.7;15.2;11.17;26665;
1532218620;2018-07-21 16:17;11.33;9.78;10.14;96.46;93.977;91.3;27.3;31.2;149.7;15.2;11.3;33751;
1532219220;2018-07-21 16:27;11.47;9.74;10.11;96.36;94.023;91.3;27.8;31.6;153.3;15.3;11.43;29665;
1532219820;2018-07-21 16:37;11.59;9.72;10.08;96.46;93.994;91.3;27.5;31.3;151;15.5;11.58;22456;
1532220420;2018-07-21 16:47;11.66;9.68;10.06;96.23;93.964;91.3;27.2;31;148.7;15.5;11.68;19753;
1532221020;2018-07-21 16:57;11.73;9.68;10.05;96.35;93.98;91.3;27.3;31.2;150;15.5;11.76;14147;
1532221620;2018-07-21 17:07;11.78;9.65;10.04;96.12;93.98;91.3;27.3;31.2;150;15.5;11.84;11131;
1532222220;2018-07-21 17:17;11.82;9.61;10.02;95.9;93.905;91.3;26.6;30.5;144.4;15.6;11.89;10481;
1532222820;2018-07-21 17:27;11.85;9.59;10.02;95.73;93.951;91.3;27;30.9;147.8;15.7;11.93;6341;
1532223420;2018-07-21 17:37;11.86;9.56;10.02;95.45;93.981;91.3;27.3;31.2;150;15.7;11.94;7370;
1532224020;2018-07-21 17:47;11.88;9.56;10.01;95.56;93.921;91.3;26.7;30.6;145.5;15.7;11.97;11914;
1532224620;2018-07-21 17:57;11.93;9.52;9.99;95.32;93.86;91.3;26.1;30;141.1;15.7;12.01;10916;
1532225220;2018-07-21 18:07;11.94;9.51;9.99;95.17;93.906;91.3;26.6;30.5;144.4;15.8;12.03;9521;
1532225820;2018-07-21 18:17;11.96;9.47;9.98;94.84;93.891;91.3;26.4;30.3;143.4;15.7;12.05;9905;
1532226420;2018-07-21 18:27;11.98;9.46;9.98;94.72;93.906;91.3;26.6;30.5;144.4;15.7;12.07;8648;
1532227020;2018-07-21 18:37;12;9.43;9.98;94.54;93.906;91.3;26.6;30.5;144.4;15.8;12.1;8740;
1532227620;2018-07-21 18:47;12.02;9.43;9.97;94.56;93.861;91.3;26.1;30;141.2;15.8;12.1;9247;
1532228220;2018-07-21 18:57;12.04;9.43;9.97;94.65;93.892;91.3;26.4;30.3;143.4;15.8;12.11;9807;
1532228820;2018-07-21 19:07;12.07;9.41;9.95;94.56;93.786;91.3;25.4;29.3;135.9;15.8;12.14;12032;
1532229420;2018-07-21 19:17;12.09;9.39;9.95;94.43;93.801;91.3;25.5;29.5;137;16;12.16;8312;
1532230020;2018-07-21 19:27;12.1;9.4;9.94;94.53;93.771;91.3;25.2;29.2;134.9;15.9;12.19;8796;
