Site Name ,FRCH,,,
Site Number ,3,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11615,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
10730,1/10/2020, 07:30:00,4,4
10731,1/10/2020, 07:45:00,36,36
10732,1/10/2020, 08:00:00,145,145
10733,1/10/2020, 08:15:00,363,363
10734,1/10/2020, 08:30:00,622,622
10735,1/10/2020, 08:45:00,923,923
10736,1/10/2020, 09:00:00,1214,1214
10737,1/10/2020, 09:15:00,1487,1487
10738,1/10/2020, 09:30:00,1616,1616
10739,1/10/2020, 09:45:00,1767,1767
10740,1/10/2020, 10:00:00,1911,1911
10741,1/10/2020, 10:15:00,2072,2072
10742,1/10/2020, 10:30:00,4601,4601
10743,1/10/2020, 10:45:00,3129,3129
10744,1/10/2020, 11:00:00,3756,3756
10745,1/10/2020, 11:15:00,3299,3299
10746,1/10/2020, 11:30:00,6611,6611
10747,1/10/2020, 11:45:00,2608,2608
10748,1/10/2020, 12:00:00,2971,2971
10749,1/10/2020, 12:15:00,6580,6580
10750,1/10/2020, 12:30:00,10714,10714
10751,1/10/2020, 12:45:00,5740,5740
10752,1/10/2020, 13:00:00,3823,3823
10753,1/10/2020, 13:15:00,13593,13593
10754,1/10/2020, 13:30:00,4755,4755
10755,1/10/2020, 13:45:00,14904,14904
10756,1/10/2020, 14:00:00,4546,4546
10757,1/10/2020, 14:15:00,3577,3577
10758,1/10/2020, 14:30:00,3149,3149
10759,1/10/2020, 14:45:00,3220,3220
10760,1/10/2020, 15:00:00,3343,3343
10761,1/10/2020, 15:15:00,2988,2988
10762,1/10/2020, 15:30:00,4029,4029
10763,1/10/2020, 15:45:00,3053,3053
10764,1/10/2020, 16:00:00,5163,5163
10765,1/10/2020, 16:15:00,4035,4035
10766,1/10/2020, 16:30:00,9324,9324
10767,1/10/2020, 16:45:00,5864,5864
10768,1/10/2020, 17:00:00,2564,2564
10769,1/10/2020, 17:15:00,5256,5256
10770,1/10/2020, 17:30:00,6272,6272
10771,1/10/2020, 17:45:00,4834,4834
10772,1/10/2020, 18:00:00,3444,3444
10773,1/10/2020, 18:15:00,2874,2874
10774,1/10/2020, 18:30:00,2012,2012
10775,1/10/2020, 18:45:00,1129,1129
10776,1/10/2020, 19:00:00,640,640
10777,1/10/2020, 19:15:00,310,310
10778,1/10/2020, 19:30:00,109,109
10779,1/10/2020, 19:45:00,26,26
10780,1/10/2020, 20:00:00,3,3
10781,1/10/2020, 20:15:00,1,1
10782,1/10/2020, 20:30:00,0,0
10783,1/10/2020, 20:45:00,0,0
10784,1/10/2020, 21:00:00,0,0
10785,1/10/2020, 21:15:00,0,0
10786,1/10/2020, 21:30:00,0,0
10787,1/10/2020, 21:45:00,0,0
10788,1/10/2020, 22:00:00,0,0
10789,1/10/2020, 22:15:00,0,0
10790,1/10/2020, 22:30:00,0,0
10791,1/10/2020, 22:45:00,0,0
10792,1/10/2020, 23:00:00,0,0
10793,1/10/2020, 23:15:00,0,0
10794,1/10/2020, 23:30:00,0,0
10795,1/10/2020, 23:45:00,0,0
10796,1/10/2020, 24:00:00,0,0
10797,2/10/2020, 00:15:00,0,0
10798,2/10/2020, 00:30:00,0,0
10799,2/10/2020, 00:45:00,0,0
10800,2/10/2020, 01:00:00,0,0
10801,2/10/2020, 01:15:00,0,0
10802,2/10/2020, 01:30:00,0,0
10803,2/10/2020, 01:45:00,0,0
10804,2/10/2020, 02:00:00,0,0
10805,2/10/2020, 02:15:00,0,0
10806,2/10/2020, 02:30:00,0,0
10807,2/10/2020, 02:45:00,0,0
10808,2/10/2020, 03:00:00,0,0
10809,2/10/2020, 03:15:00,0,0
10810,2/10/2020, 03:30:00,0,0
10811,2/10/2020, 03:45:00,0,0
10812,2/10/2020, 04:00:00,0,0
10813,2/10/2020, 04:15:00,0,0
10814,2/10/2020, 04:30:00,0,0
10815,2/10/2020, 04:45:00,0,0
10816,2/10/2020, 05:00:00,0,0
10817,2/10/2020, 05:15:00,0,0
10818,2/10/2020, 05:30:00,0,0
10819,2/10/2020, 05:45:00,0,0
10820,2/10/2020, 06:00:00,0,0
10821,2/10/2020, 06:15:00,0,0
10822,2/10/2020, 06:30:00,0,0
10823,2/10/2020, 06:45:00,0,0
10824,2/10/2020, 07:00:00,0,0
10825,2/10/2020, 07:15:00,0,0
10826,2/10/2020, 07:30:00,0,0
10827,2/10/2020, 07:45:00,7,7
10828,2/10/2020, 08:00:00,58,58
10829,2/10/2020, 08:15:00,223,223
10830,2/10/2020, 08:30:00,439,439
10831,2/10/2020, 08:45:00,723,723
10832,2/10/2020, 09:00:00,1074,1074
10833,2/10/2020, 09:15:00,1843,1843
10834,2/10/2020, 09:30:00,1888,1888
10835,2/10/2020, 09:45:00,1532,1532
10836,2/10/2020, 10:00:00,2020,2020
10837,2/10/2020, 10:15:00,2187,2187
10838,2/10/2020, 10:30:00,4206,4206
10839,2/10/2020, 10:45:00,2910,2910
10840,2/10/2020, 11:00:00,3013,3013
10841,2/10/2020, 11:15:00,3869,3869
10842,2/10/2020, 11:30:00,6940,6940
10843,2/10/2020, 11:45:00,4513,4513
10844,2/10/2020, 12:00:00,5534,5534
10845,2/10/2020, 12:15:00,7218,7218
10846,2/10/2020, 12:30:00,12694,12694
10847,2/10/2020, 12:45:00,7945,7945
10848,2/10/2020, 13:00:00,3257,3257
10849,2/10/2020, 13:15:00,11999,11999
10850,2/10/2020, 13:30:00,4068,4068
10851,2/10/2020, 13:45:00,6101,6101
10852,2/10/2020, 14:00:00,8646,8646
10853,2/10/2020, 14:15:00,7571,7571
10854,2/10/2020, 14:30:00,5172,5172
10855,2/10/2020, 14:45:00,4393,4393
10856,2/10/2020, 15:00:00,4991,4991
10857,2/10/2020, 15:15:00,6106,6106
10858,2/10/2020, 15:30:00,7761,7761
10859,2/10/2020, 15:45:00,7539,7539
10860,2/10/2020, 16:00:00,4553,4553
10861,2/10/2020, 16:15:00,3571,3571
10862,2/10/2020, 16:30:00,4359,4359
10863,2/10/2020, 16:45:00,3348,3348
10864,2/10/2020, 17:00:00,2939,2939
10865,2/10/2020, 17:15:00,3126,3126
10866,2/10/2020, 17:30:00,2883,2883
10867,2/10/2020, 17:45:00,2939,2939
10868,2/10/2020, 18:00:00,2296,2296
10869,2/10/2020, 18:15:00,1642,1642
10870,2/10/2020, 18:30:00,1035,1035
10871,2/10/2020, 18:45:00,622,622
10872,2/10/2020, 19:00:00,297,297
10873,2/10/2020, 19:15:00,152,152
10874,2/10/2020, 19:30:00,46,46
10875,2/10/2020, 19:45:00,8,8
10876,2/10/2020, 20:00:00,0,0
10877,2/10/2020, 20:15:00,0,0
10878,2/10/2020, 20:30:00,0,0
10879,2/10/2020, 20:45:00,0,0
10880,2/10/2020, 21:00:00,0,0
10881,2/10/2020, 21:15:00,0,0
10882,2/10/2020, 21:30:00,0,0
10883,2/10/2020, 21:45:00,0,0
10884,2/10/2020, 22:00:00,0,0
10885,2/10/2020, 22:15:00,0,0
10886,2/10/2020, 22:30:00,0,0
10887,2/10/2020, 22:45:00,0,0
10888,2/10/2020, 23:00:00,0,0
10889,2/10/2020, 23:15:00,0,0
10890,2/10/2020, 23:30:00,0,0
10891,2/10/2020, 23:45:00,0,0
10892,2/10/2020, 24:00:00,0,0
10893,3/10/2020, 00:15:00,0,0
10894,3/10/2020, 00:30:00,0,0
10895,3/10/2020, 00:45:00,0,0
10896,3/10/2020, 01:00:00,0,0
10897,3/10/2020, 01:15:00,0,0
10898,3/10/2020, 01:30:00,0,0
10899,3/10/2020, 01:45:00,0,0
10900,3/10/2020, 02:00:00,0,0
10901,3/10/2020, 02:15:00,0,0
10902,3/10/2020, 02:30:00,0,0
10903,3/10/2020, 02:45:00,0,0
10904,3/10/2020, 03:00:00,0,0
10905,3/10/2020, 03:15:00,0,0
10906,3/10/2020, 03:30:00,0,0
10907,3/10/2020, 03:45:00,0,0
10908,3/10/2020, 04:00:00,0,0
10909,3/10/2020, 04:15:00,0,0
10910,3/10/2020, 04:30:00,0,0
10911,3/10/2020, 04:45:00,0,0
10912,3/10/2020, 05:00:00,0,0
10913,3/10/2020, 05:15:00,0,0
10914,3/10/2020, 05:30:00,0,0
10915,3/10/2020, 05:45:00,0,0
10916,3/10/2020, 06:00:00,0,0
10917,3/10/2020, 06:15:00,0,0
10918,3/10/2020, 06:30:00,0,0
10919,3/10/2020, 06:45:00,0,0
10920,3/10/2020, 07:00:00,0,0
10921,3/10/2020, 07:15:00,0,0
10922,3/10/2020, 07:30:00,0,0
10923,3/10/2020, 07:45:00,14,14
10924,3/10/2020, 08:00:00,77,77
10925,3/10/2020, 08:15:00,212,212
10926,3/10/2020, 08:30:00,475,475
10927,3/10/2020, 08:45:00,726,726
10928,3/10/2020, 09:00:00,1114,1114
10929,3/10/2020, 09:15:00,1678,1678
10930,3/10/2020, 09:30:00,3064,3064
10931,3/10/2020, 09:45:00,2965,2965
10932,3/10/2020, 10:00:00,2881,2881
10933,3/10/2020, 10:15:00,2927,2927
10934,3/10/2020, 10:30:00,3321,3321
10935,3/10/2020, 10:45:00,3560,3560
10936,3/10/2020, 11:00:00,4691,4691
10937,3/10/2020, 11:15:00,5155,5155
10938,3/10/2020, 11:30:00,6419,6419
10939,3/10/2020, 11:45:00,7090,7090
10940,3/10/2020, 12:00:00,5246,5246
10941,3/10/2020, 12:15:00,3642,3642
10942,3/10/2020, 12:30:00,7289,7289
10943,3/10/2020, 12:45:00,10470,10470
10944,3/10/2020, 13:00:00,9697,9697
10945,3/10/2020, 13:15:00,11002,11002
10946,3/10/2020, 13:30:00,11192,11192
10947,3/10/2020, 13:45:00,10618,10618
10948,3/10/2020, 14:00:00,8752,8752
10949,3/10/2020, 14:15:00,5611,5611
10950,3/10/2020, 14:30:00,5425,5425
10951,3/10/2020, 14:45:00,4796,4796
10952,3/10/2020, 15:00:00,4411,4411
10953,3/10/2020, 15:15:00,5540,5540
10954,3/10/2020, 15:30:00,6771,6771
10955,3/10/2020, 15:45:00,9539,9539
10956,3/10/2020, 16:00:00,10138,10138
10957,3/10/2020, 16:15:00,7905,7905
10958,3/10/2020, 16:30:00,8899,8899
10959,3/10/2020, 16:45:00,5714,5714
10960,3/10/2020, 17:00:00,7028,7028
10961,3/10/2020, 17:15:00,4392,4392
10962,3/10/2020, 17:30:00,8090,8090
10963,3/10/2020, 17:45:00,5676,5676
10964,3/10/2020, 18:00:00,2776,2776
10965,3/10/2020, 18:15:00,1830,1830
10966,3/10/2020, 18:30:00,1384,1384
10967,3/10/2020, 18:45:00,897,897
10968,3/10/2020, 19:00:00,524,524
10969,3/10/2020, 19:15:00,246,246
10970,3/10/2020, 19:30:00,76,76
10971,3/10/2020, 19:45:00,13,13
10972,3/10/2020, 20:00:00,2,2
10973,3/10/2020, 20:15:00,0,0
10974,3/10/2020, 20:30:00,0,0
10975,3/10/2020, 20:45:00,0,0
10976,3/10/2020, 21:00:00,0,0
10977,3/10/2020, 21:15:00,0,0
10978,3/10/2020, 21:30:00,0,0
10979,3/10/2020, 21:45:00,0,0
10980,3/10/2020, 22:00:00,0,0
10981,3/10/2020, 22:15:00,0,0
10982,3/10/2020, 22:30:00,0,0
10983,3/10/2020, 22:45:00,0,0
10984,3/10/2020, 23:00:00,0,0
10985,3/10/2020, 23:15:00,0,0
10986,3/10/2020, 23:30:00,0,0
10987,3/10/2020, 23:45:00,0,0
10988,3/10/2020, 24:00:00,0,0
10989,4/10/2020, 00:15:00,0,0
10990,4/10/2020, 00:30:00,0,0
10991,4/10/2020, 00:45:00,0,0
10992,4/10/2020, 01:00:00,0,0
10993,4/10/2020, 01:15:00,0,0
10994,4/10/2020, 01:30:00,0,0
10995,4/10/2020, 01:45:00,0,0
10996,4/10/2020, 02:00:00,0,0
10997,4/10/2020, 02:15:00,0,0
10998,4/10/2020, 02:30:00,0,0
10999,4/10/2020, 02:45:00,0,0
11000,4/10/2020, 03:00:00,0,0
11001,4/10/2020, 03:15:00,0,0
11002,4/10/2020, 03:30:00,0,0
11003,4/10/2020, 03:45:00,0,0
11004,4/10/2020, 04:00:00,0,0
11005,4/10/2020, 04:15:00,0,0
11006,4/10/2020, 04:30:00,0,0
11007,4/10/2020, 04:45:00,0,0
11008,4/10/2020, 05:00:00,0,0
11009,4/10/2020, 05:15:00,0,0
11010,4/10/2020, 05:30:00,0,0
11011,4/10/2020, 05:45:00,0,0
11012,4/10/2020, 06:00:00,0,0
11013,4/10/2020, 06:15:00,0,0
11014,4/10/2020, 06:30:00,0,0
11015,4/10/2020, 06:45:00,0,0
11016,4/10/2020, 07:00:00,0,0
11017,4/10/2020, 07:15:00,0,0
11018,4/10/2020, 07:30:00,0,0
11019,4/10/2020, 07:45:00,13,13
11020,4/10/2020, 08:00:00,89,89
11021,4/10/2020, 08:15:00,298,298
11022,4/10/2020, 08:30:00,690,690
11023,4/10/2020, 08:45:00,1297,1297
11024,4/10/2020, 09:00:00,1876,1876
11025,4/10/2020, 09:15:00,2037,2037
11026,4/10/2020, 09:30:00,1855,1855
11027,4/10/2020, 09:45:00,1760,1760
11028,4/10/2020, 10:00:00,1833,1833
11029,4/10/2020, 10:15:00,1964,1964
11030,4/10/2020, 10:30:00,3668,3668
11031,4/10/2020, 10:45:00,2856,2856
11032,4/10/2020, 11:00:00,3675,3675
11033,4/10/2020, 11:15:00,3534,3534
11034,4/10/2020, 11:30:00,4290,4290
11035,4/10/2020, 11:45:00,2784,2784
11036,4/10/2020, 12:00:00,3079,3079
11037,4/10/2020, 12:15:00,4446,4446
11038,4/10/2020, 12:30:00,7967,7967
11039,4/10/2020, 12:45:00,3193,3193
11040,4/10/2020, 13:00:00,3631,3631
11041,4/10/2020, 13:15:00,6535,6535
11042,4/10/2020, 13:30:00,3830,3830
11043,4/10/2020, 13:45:00,9881,9881
11044,4/10/2020, 14:00:00,3137,3137
11045,4/10/2020, 14:15:00,3523,3523
11046,4/10/2020, 14:30:00,3072,3072
11047,4/10/2020, 14:45:00,2863,2863
11048,4/10/2020, 15:00:00,3037,3037
11049,4/10/2020, 15:15:00,2869,2869
11050,4/10/2020, 15:30:00,3267,3267
11051,4/10/2020, 15:45:00,3283,3283
11052,4/10/2020, 16:00:00,4143,4143
11053,4/10/2020, 16:15:00,2954,2954
11054,4/10/2020, 16:30:00,3144,3144
11055,4/10/2020, 16:45:00,2788,2788
11056,4/10/2020, 17:00:00,4245,4245
11057,4/10/2020, 17:15:00,5278,5278
11058,4/10/2020, 17:30:00,3150,3150
11059,4/10/2020, 17:45:00,2735,2735
11060,4/10/2020, 18:00:00,2372,2372
11061,4/10/2020, 18:15:00,1720,1720
11062,4/10/2020, 18:30:00,1402,1402
11063,4/10/2020, 18:45:00,1060,1060
11064,4/10/2020, 19:00:00,620,620
11065,4/10/2020, 19:15:00,253,253
11066,4/10/2020, 19:30:00,59,59
11067,4/10/2020, 19:45:00,10,10
11068,4/10/2020, 20:00:00,1,1
11069,4/10/2020, 20:15:00,0,0
11070,4/10/2020, 20:30:00,0,0
11071,4/10/2020, 20:45:00,0,0
11072,4/10/2020, 21:00:00,0,0
11073,4/10/2020, 21:15:00,0,0
11074,4/10/2020, 21:30:00,0,0
11075,4/10/2020, 21:45:00,0,0
11076,4/10/2020, 22:00:00,0,0
11077,4/10/2020, 22:15:00,0,0
11078,4/10/2020, 22:30:00,0,0
11079,4/10/2020, 22:45:00,0,0
11080,4/10/2020, 23:00:00,0,0
11081,4/10/2020, 23:15:00,0,0
11082,4/10/2020, 23:30:00,0,0
11083,4/10/2020, 23:45:00,0,0
11084,4/10/2020, 24:00:00,0,0
11085,5/10/2020, 00:15:00,0,0
11086,5/10/2020, 00:30:00,0,0
11087,5/10/2020, 00:45:00,0,0
11088,5/10/2020, 01:00:00,0,0
11089,5/10/2020, 01:15:00,0,0
11090,5/10/2020, 01:30:00,0,0
11091,5/10/2020, 01:45:00,0,0
11092,5/10/2020, 02:00:00,0,0
11093,5/10/2020, 02:15:00,0,0
11094,5/10/2020, 02:30:00,0,0
11095,5/10/2020, 02:45:00,0,0
11096,5/10/2020, 03:00:00,0,0
11097,5/10/2020, 03:15:00,0,0
11098,5/10/2020, 03:30:00,0,0
11099,5/10/2020, 03:45:00,0,0
11100,5/10/2020, 04:00:00,0,0
11101,5/10/2020, 04:15:00,0,0
11102,5/10/2020, 04:30:00,0,0
11103,5/10/2020, 04:45:00,0,0
11104,5/10/2020, 05:00:00,0,0
11105,5/10/2020, 05:15:00,0,0
11106,5/10/2020, 05:30:00,0,0
11107,5/10/2020, 05:45:00,0,0
11108,5/10/2020, 06:00:00,0,0
11109,5/10/2020, 06:15:00,0,0
11110,5/10/2020, 06:30:00,0,0
11111,5/10/2020, 06:45:00,0,0
11112,5/10/2020, 07:00:00,0,0
11113,5/10/2020, 07:15:00,0,0
11114,5/10/2020, 07:30:00,0,0
11115,5/10/2020, 07:45:00,2,2
11116,5/10/2020, 08:00:00,21,21
11117,5/10/2020, 08:15:00,78,78
11118,5/10/2020, 08:30:00,197,197
11119,5/10/2020, 08:45:00,379,379
11120,5/10/2020, 09:00:00,607,607
11121,5/10/2020, 09:15:00,761,761
11122,5/10/2020, 09:30:00,949,949
11123,5/10/2020, 09:45:00,1358,1358
11124,5/10/2020, 10:00:00,1869,1869
11125,5/10/2020, 10:15:00,2387,2387
11126,5/10/2020, 10:30:00,2831,2831
11127,5/10/2020, 10:45:00,3440,3440
11128,5/10/2020, 11:00:00,4364,4364
11129,5/10/2020, 11:15:00,5474,5474
11130,5/10/2020, 11:30:00,6630,6630
11131,5/10/2020, 11:45:00,7227,7227
11132,5/10/2020, 12:00:00,7526,7526
11133,5/10/2020, 12:15:00,8376,8376
11134,5/10/2020, 12:30:00,8851,8851
11135,5/10/2020, 12:45:00,7731,7731
11136,5/10/2020, 13:00:00,7433,7433
11137,5/10/2020, 13:15:00,7637,7637
11138,5/10/2020, 13:30:00,8033,8033
11139,5/10/2020, 13:45:00,8246,8246
11140,5/10/2020, 14:00:00,8571,8571
11141,5/10/2020, 14:15:00,8607,8607
11142,5/10/2020, 14:30:00,7788,7788
11143,5/10/2020, 14:45:00,7826,7826
11144,5/10/2020, 15:00:00,8783,8783
11145,5/10/2020, 15:15:00,8680,8680
11146,5/10/2020, 15:30:00,8451,8451
11147,5/10/2020, 15:45:00,7856,7856
11148,5/10/2020, 16:00:00,6985,6985
11149,5/10/2020, 16:15:00,6210,6210
11150,5/10/2020, 16:30:00,5462,5462
11151,5/10/2020, 16:45:00,4820,4820
11152,5/10/2020, 17:00:00,5654,5654
11153,5/10/2020, 17:15:00,5061,5061
11154,5/10/2020, 17:30:00,2798,2798
11155,5/10/2020, 17:45:00,2169,2169
11156,5/10/2020, 18:00:00,1934,1934
11157,5/10/2020, 18:15:00,1636,1636
11158,5/10/2020, 18:30:00,1291,1291
11159,5/10/2020, 18:45:00,891,891
11160,5/10/2020, 19:00:00,488,488
11161,5/10/2020, 19:15:00,186,186
11162,5/10/2020, 19:30:00,41,41
11163,5/10/2020, 19:45:00,5,5
11164,5/10/2020, 20:00:00,1,1
11165,5/10/2020, 20:15:00,0,0
11166,5/10/2020, 20:30:00,0,0
11167,5/10/2020, 20:45:00,0,0
11168,5/10/2020, 21:00:00,0,0
11169,5/10/2020, 21:15:00,0,0
11170,5/10/2020, 21:30:00,0,0
11171,5/10/2020, 21:45:00,0,0
11172,5/10/2020, 22:00:00,0,0
11173,5/10/2020, 22:15:00,0,0
11174,5/10/2020, 22:30:00,0,0
11175,5/10/2020, 22:45:00,0,0
11176,5/10/2020, 23:00:00,0,0
11177,5/10/2020, 23:15:00,0,0
11178,5/10/2020, 23:30:00,0,0
11179,5/10/2020, 23:45:00,0,0
11180,5/10/2020, 24:00:00,0,0
11181,6/10/2020, 00:15:00,0,0
11182,6/10/2020, 00:30:00,0,0
11183,6/10/2020, 00:45:00,0,0
11184,6/10/2020, 01:00:00,0,0
11185,6/10/2020, 01:15:00,0,0
11186,6/10/2020, 01:30:00,0,0
11187,6/10/2020, 01:45:00,0,0
11188,6/10/2020, 02:00:00,0,0
11189,6/10/2020, 02:15:00,0,0
11190,6/10/2020, 02:30:00,0,0
11191,6/10/2020, 02:45:00,0,0
11192,6/10/2020, 03:00:00,0,0
11193,6/10/2020, 03:15:00,0,0
11194,6/10/2020, 03:30:00,0,0
11195,6/10/2020, 03:45:00,0,0
11196,6/10/2020, 04:00:00,0,0
11197,6/10/2020, 04:15:00,0,0
11198,6/10/2020, 04:30:00,0,0
11199,6/10/2020, 04:45:00,0,0
11200,6/10/2020, 05:00:00,0,0
11201,6/10/2020, 05:15:00,0,0
11202,6/10/2020, 05:30:00,0,0
11203,6/10/2020, 05:45:00,0,0
11204,6/10/2020, 06:00:00,0,0
11205,6/10/2020, 06:15:00,0,0
11206,6/10/2020, 06:30:00,0,0
11207,6/10/2020, 06:45:00,0,0
11208,6/10/2020, 07:00:00,0,0
11209,6/10/2020, 07:15:00,0,0
11210,6/10/2020, 07:30:00,0,0
11211,6/10/2020, 07:45:00,1,1
11212,6/10/2020, 08:00:00,19,19
11213,6/10/2020, 08:15:00,72,72
11214,6/10/2020, 08:30:00,157,157
11215,6/10/2020, 08:45:00,311,311
11216,6/10/2020, 09:00:00,544,544
11217,6/10/2020, 09:15:00,1074,1074
11218,6/10/2020, 09:30:00,906,906
11219,6/10/2020, 09:45:00,1356,1356
11220,6/10/2020, 10:00:00,1356,1356
11221,6/10/2020, 10:15:00,1764,1764
11222,6/10/2020, 10:30:00,2230,2230
11223,6/10/2020, 10:45:00,2243,2243
11224,6/10/2020, 11:00:00,2294,2294
11225,6/10/2020, 11:15:00,2781,2781
11226,6/10/2020, 11:30:00,2634,2634
11227,6/10/2020, 11:45:00,2608,2608
11228,6/10/2020, 12:00:00,3247,3247
11229,6/10/2020, 12:15:00,3358,3358
11230,6/10/2020, 12:30:00,2446,2446
11231,6/10/2020, 12:45:00,2671,2671
11232,6/10/2020, 13:00:00,4308,4308
11233,6/10/2020, 13:15:00,3713,3713
11234,6/10/2020, 13:30:00,3205,3205
11235,6/10/2020, 13:45:00,2268,2268
11236,6/10/2020, 14:00:00,2458,2458
11237,6/10/2020, 14:15:00,3445,3445
11238,6/10/2020, 14:30:00,2820,2820
11239,6/10/2020, 14:45:00,2820,2820
11240,6/10/2020, 15:00:00,4079,4079
11241,6/10/2020, 15:15:00,4742,4742
11242,6/10/2020, 15:30:00,3422,3422
11243,6/10/2020, 15:45:00,2606,2606
11244,6/10/2020, 16:00:00,3080,3080
11245,6/10/2020, 16:15:00,2375,2375
11246,6/10/2020, 16:30:00,2928,2928
11247,6/10/2020, 16:45:00,3075,3075
11248,6/10/2020, 17:00:00,1801,1801
11249,6/10/2020, 17:15:00,2316,2316
11250,6/10/2020, 17:30:00,2232,2232
11251,6/10/2020, 17:45:00,1323,1323
11252,6/10/2020, 18:00:00,1015,1015
11253,6/10/2020, 18:15:00,727,727
11254,6/10/2020, 18:30:00,496,496
11255,6/10/2020, 18:45:00,299,299
11256,6/10/2020, 19:00:00,143,143
11257,6/10/2020, 19:15:00,52,52
11258,6/10/2020, 19:30:00,10,10
11259,6/10/2020, 19:45:00,1,1
11260,6/10/2020, 20:00:00,0,0
11261,6/10/2020, 20:15:00,0,0
11262,6/10/2020, 20:30:00,0,0
11263,6/10/2020, 20:45:00,0,0
11264,6/10/2020, 21:00:00,0,0
11265,6/10/2020, 21:15:00,0,0
11266,6/10/2020, 21:30:00,0,0
11267,6/10/2020, 21:45:00,0,0
11268,6/10/2020, 22:00:00,0,0
11269,6/10/2020, 22:15:00,0,0
11270,6/10/2020, 22:30:00,0,0
11271,6/10/2020, 22:45:00,0,0
11272,6/10/2020, 23:00:00,0,0
11273,6/10/2020, 23:15:00,0,0
11274,6/10/2020, 23:30:00,0,0
11275,6/10/2020, 23:45:00,0,0
11276,6/10/2020, 24:00:00,0,0
11277,7/10/2020, 00:15:00,0,0
11278,7/10/2020, 00:30:00,0,0
11279,7/10/2020, 00:45:00,0,0
11280,7/10/2020, 01:00:00,0,0
11281,7/10/2020, 01:15:00,0,0
11282,7/10/2020, 01:30:00,0,0
11283,7/10/2020, 01:45:00,0,0
11284,7/10/2020, 02:00:00,0,0
11285,7/10/2020, 02:15:00,0,0
11286,7/10/2020, 02:30:00,0,0
11287,7/10/2020, 02:45:00,0,0
11288,7/10/2020, 03:00:00,0,0
11289,7/10/2020, 03:15:00,0,0
11290,7/10/2020, 03:30:00,0,0
11291,7/10/2020, 03:45:00,0,0
11292,7/10/2020, 04:00:00,0,0
11293,7/10/2020, 04:15:00,0,0
11294,7/10/2020, 04:30:00,0,0
11295,7/10/2020, 04:45:00,0,0
11296,7/10/2020, 05:00:00,0,0
11297,7/10/2020, 05:15:00,0,0
11298,7/10/2020, 05:30:00,0,0
11299,7/10/2020, 05:45:00,0,0
11300,7/10/2020, 06:00:00,0,0
11301,7/10/2020, 06:15:00,0,0
11302,7/10/2020, 06:30:00,0,0
11303,7/10/2020, 06:45:00,0,0
11304,7/10/2020, 07:00:00,0,0
11305,7/10/2020, 07:15:00,0,0
11306,7/10/2020, 07:30:00,0,0
11307,7/10/2020, 07:45:00,1,1
11308,7/10/2020, 08:00:00,14,14
11309,7/10/2020, 08:15:00,72,72
11310,7/10/2020, 08:30:00,202,202
11311,7/10/2020, 08:45:00,388,388
11312,7/10/2020, 09:00:00,665,665
11313,7/10/2020, 09:15:00,899,899
11314,7/10/2020, 09:30:00,1173,1173
11315,7/10/2020, 09:45:00,1644,1644
11316,7/10/2020, 10:00:00,2151,2151
11317,7/10/2020, 10:15:00,2433,2433
11318,7/10/2020, 10:30:00,2877,2877
11319,7/10/2020, 10:45:00,1964,1964
11320,7/10/2020, 11:00:00,2560,2560
11321,7/10/2020, 11:15:00,1970,1970
11322,7/10/2020, 11:30:00,3383,3383
11323,7/10/2020, 11:45:00,4943,4943
11324,7/10/2020, 12:00:00,4897,4897
11325,7/10/2020, 12:15:00,5861,5861
11326,7/10/2020, 12:30:00,4872,4872
11327,7/10/2020, 12:45:00,2361,2361
11328,7/10/2020, 13:00:00,3156,3156
11329,7/10/2020, 13:15:00,7780,7780
11330,7/10/2020, 13:30:00,2854,2854
11331,7/10/2020, 13:45:00,5434,5434
11332,7/10/2020, 14:00:00,3279,3279
11333,7/10/2020, 14:15:00,2330,2330
11334,7/10/2020, 14:30:00,3679,3679
11335,7/10/2020, 14:45:00,2200,2200
11336,7/10/2020, 15:00:00,2252,2252
11337,7/10/2020, 15:15:00,2439,2439
11338,7/10/2020, 15:30:00,2273,2273
11339,7/10/2020, 15:45:00,2252,2252
11340,7/10/2020, 16:00:00,2571,2571
11341,7/10/2020, 16:15:00,2319,2319
11342,7/10/2020, 16:30:00,2119,2119
11343,7/10/2020, 16:45:00,1977,1977
11344,7/10/2020, 17:00:00,3012,3012
11345,7/10/2020, 17:15:00,2864,2864
11346,7/10/2020, 17:30:00,1833,1833
11347,7/10/2020, 17:45:00,1391,1391
11348,7/10/2020, 18:00:00,1092,1092
11349,7/10/2020, 18:15:00,864,864
11350,7/10/2020, 18:30:00,639,639
11351,7/10/2020, 18:45:00,366,366
11352,7/10/2020, 19:00:00,155,155
11353,7/10/2020, 19:15:00,54,54
11354,7/10/2020, 19:30:00,10,10
11355,7/10/2020, 19:45:00,1,1
11356,7/10/2020, 20:00:00,0,0
11357,7/10/2020, 20:15:00,0,0
11358,7/10/2020, 20:30:00,0,0
11359,7/10/2020, 20:45:00,0,0
11360,7/10/2020, 21:00:00,0,0
11361,7/10/2020, 21:15:00,0,0
11362,7/10/2020, 21:30:00,0,0
11363,7/10/2020, 21:45:00,0,0
11364,7/10/2020, 22:00:00,0,0
