Site Name ,FRCH,,,
Site Number ,3,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11615,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
594,17/06/2020 , 17:30:00,15773,15773
595,17/06/2020 , 17:45:00,13645,13645
596,17/06/2020 , 18:00:00,18067,18067
597,17/06/2020 , 18:15:00,16961,16961
598,17/06/2020 , 18:30:00,28002,28002
599,17/06/2020 , 18:45:00,17091,17091
600,17/06/2020 , 19:00:00,9072,9072
601,17/06/2020 , 19:15:00,8313,8313
602,17/06/2020 , 19:30:00,7191,7191
603,17/06/2020 , 19:45:00,7329,7329
604,17/06/2020 , 20:00:00,8910,8910
605,17/06/2020 , 20:15:00,6640,6640
606,17/06/2020 , 20:30:00,3341,3341
607,17/06/2020 , 20:45:00,2673,2673
608,17/06/2020 , 21:00:00,3536,3536
609,17/06/2020 , 21:15:00,4477,4477
610,17/06/2020 , 21:30:00,4724,4724
611,17/06/2020 , 21:45:00,4371,4371
612,17/06/2020 , 22:00:00,3573,3573
613,17/06/2020 , 22:15:00,2776,2776
614,17/06/2020 , 22:30:00,2658,2658
615,17/06/2020 , 22:45:00,1837,1837
616,17/06/2020 , 23:00:00,1655,1655
617,17/06/2020 , 23:15:00,1511,1511
618,17/06/2020 , 23:30:00,1053,1053
619,17/06/2020 , 23:45:00,744,744
620,17/06/2020 , 24:00:00,560,560
621,18/06/2020 , 00:15:00,433,433
622,18/06/2020 , 00:30:00,337,337
623,18/06/2020 , 00:45:00,257,257
624,18/06/2020 , 01:00:00,195,195
625,18/06/2020 , 01:15:00,166,166
626,18/06/2020 , 01:30:00,143,143
627,18/06/2020 , 01:45:00,119,119
628,18/06/2020 , 02:00:00,115,115
629,18/06/2020 , 02:15:00,125,125
630,18/06/2020 , 02:30:00,145,145
631,18/06/2020 , 02:45:00,178,178
632,18/06/2020 , 03:00:00,233,233
633,18/06/2020 , 03:15:00,280,280
634,18/06/2020 , 03:30:00,332,332
635,18/06/2020 , 03:45:00,416,416
636,18/06/2020 , 04:00:00,505,505
637,18/06/2020 , 04:15:00,586,586
638,18/06/2020 , 04:30:00,807,807
639,18/06/2020 , 04:45:00,1183,1183
640,18/06/2020 , 05:00:00,1631,1631
641,18/06/2020 , 05:15:00,2034,2034
642,18/06/2020 , 05:30:00,2718,2718
643,18/06/2020 , 05:45:00,3359,3359
644,18/06/2020 , 06:00:00,3591,3591
645,18/06/2020 , 06:15:00,4018,4018
646,18/06/2020 , 06:30:00,4579,4579
647,18/06/2020 , 06:45:00,6781,6781
648,18/06/2020 , 07:00:00,5471,5471
649,18/06/2020 , 07:15:00,5502,5502
650,18/06/2020 , 07:30:00,6449,6449
651,18/06/2020 , 07:45:00,6612,6612
652,18/06/2020 , 08:00:00,8028,8028
653,18/06/2020 , 08:15:00,8587,8587
654,18/06/2020 , 08:30:00,8280,8280
655,18/06/2020 , 08:45:00,9932,9932
656,18/06/2020 , 09:00:00,9802,9802
657,18/06/2020 , 09:15:00,6785,6785
658,18/06/2020 , 09:30:00,6756,6756
659,18/06/2020 , 09:45:00,8248,8248
660,18/06/2020 , 10:00:00,12314,12314
661,18/06/2020 , 10:15:00,11018,11018
662,18/06/2020 , 10:30:00,12316,12316
663,18/06/2020 , 10:45:00,10669,10669
664,18/06/2020 , 11:00:00,20105,20105
665,18/06/2020 , 11:15:00,23015,23015
666,18/06/2020 , 11:30:00,21346,21346
667,18/06/2020 , 11:45:00,34177,34177
668,18/06/2020 , 12:00:00,28505,28505
669,18/06/2020 , 12:15:00,16086,16086
670,18/06/2020 , 12:30:00,18255,18255
671,18/06/2020 , 12:45:00,14164,14164
672,18/06/2020 , 13:00:00,34476,34476
673,18/06/2020 , 13:15:00,38667,38667
674,18/06/2020 , 13:30:00,46072,46072
675,18/06/2020 , 13:45:00,35791,35791
676,18/06/2020 , 14:00:00,27172,27172
677,18/06/2020 , 14:15:00,36695,36695
678,18/06/2020 , 14:30:00,42035,42035
679,18/06/2020 , 14:45:00,45168,45168
680,18/06/2020 , 15:00:00,42256,42256
681,18/06/2020 , 15:15:00,45657,45657
682,18/06/2020 , 15:30:00,47430,47430
683,18/06/2020 , 15:45:00,44288,44288
684,18/06/2020 , 16:00:00,41992,41992
685,18/06/2020 , 16:15:00,20950,20950
686,18/06/2020 , 16:30:00,18097,18097
687,18/06/2020 , 16:45:00,22032,22032
688,18/06/2020 , 17:00:00,30573,30573
689,18/06/2020 , 17:15:00,38277,38277
690,18/06/2020 , 17:30:00,45409,45409
691,18/06/2020 , 17:45:00,32663,32663
692,18/06/2020 , 18:00:00,32973,32973
693,18/06/2020 , 18:15:00,12586,12586
694,18/06/2020 , 18:30:00,20844,20844
695,18/06/2020 , 18:45:00,16979,16979
696,18/06/2020 , 19:00:00,11428,11428
697,18/06/2020 , 19:15:00,10054,10054
698,18/06/2020 , 19:30:00,14371,14371
699,18/06/2020 , 19:45:00,9580,9580
700,18/06/2020 , 20:00:00,7679,7679
701,18/06/2020 , 20:15:00,7733,7733
702,18/06/2020 , 20:30:00,2856,2856
703,18/06/2020 , 20:45:00,1713,1713
704,18/06/2020 , 21:00:00,1353,1353
705,18/06/2020 , 21:15:00,1637,1637
706,18/06/2020 , 21:30:00,1292,1292
707,18/06/2020 , 21:45:00,1662,1662
708,18/06/2020 , 22:00:00,1054,1054
709,18/06/2020 , 22:15:00,588,588
710,18/06/2020 , 22:30:00,412,412
711,18/06/2020 , 22:45:00,313,313
712,18/06/2020 , 23:00:00,203,203
713,18/06/2020 , 23:15:00,227,227
714,18/06/2020 , 23:30:00,216,216
715,18/06/2020 , 23:45:00,173,173
716,18/06/2020 , 24:00:00,176,176
717,19/06/2020 , 00:15:00,148,148
718,19/06/2020 , 00:30:00,128,128
719,19/06/2020 , 00:45:00,107,107
720,19/06/2020 , 01:00:00,87,87
721,19/06/2020 , 01:15:00,59,59
722,19/06/2020 , 01:30:00,44,44
723,19/06/2020 , 01:45:00,38,38
724,19/06/2020 , 02:00:00,45,45
725,19/06/2020 , 02:15:00,57,57
726,19/06/2020 , 02:30:00,65,65
727,19/06/2020 , 02:45:00,72,72
728,19/06/2020 , 03:00:00,70,70
729,19/06/2020 , 03:15:00,118,118
730,19/06/2020 , 03:30:00,193,193
731,19/06/2020 , 03:45:00,264,264
732,19/06/2020 , 04:00:00,330,330
733,19/06/2020 , 04:15:00,324,324
734,19/06/2020 , 04:30:00,314,314
735,19/06/2020 , 04:45:00,377,377
736,19/06/2020 , 05:00:00,465,465
737,19/06/2020 , 05:15:00,626,626
738,19/06/2020 , 05:30:00,718,718
739,19/06/2020 , 05:45:00,878,878
740,19/06/2020 , 06:00:00,1104,1104
741,19/06/2020 , 06:15:00,1334,1334
742,19/06/2020 , 06:30:00,1822,1822
743,19/06/2020 , 06:45:00,3827,3827
744,19/06/2020 , 07:00:00,3381,3381
745,19/06/2020 , 07:15:00,3898,3898
746,19/06/2020 , 07:30:00,3642,3642
747,19/06/2020 , 07:45:00,4659,4659
748,19/06/2020 , 08:00:00,5587,5587
749,19/06/2020 , 08:15:00,3710,3710
750,19/06/2020 , 08:30:00,2300,2300
751,19/06/2020 , 08:45:00,3238,3238
752,19/06/2020 , 09:00:00,4069,4069
753,19/06/2020 , 09:15:00,5192,5192
754,19/06/2020 , 09:30:00,3498,3498
755,19/06/2020 , 09:45:00,4057,4057
756,19/06/2020 , 10:00:00,4854,4854
757,19/06/2020 , 10:15:00,4693,4693
758,19/06/2020 , 10:30:00,4483,4483
759,19/06/2020 , 10:45:00,3472,3472
760,19/06/2020 , 11:00:00,4143,4143
761,19/06/2020 , 11:15:00,4668,4668
762,19/06/2020 , 11:30:00,3594,3594
763,19/06/2020 , 11:45:00,5793,5793
764,19/06/2020 , 12:00:00,6293,6293
765,19/06/2020 , 12:15:00,4616,4616
766,19/06/2020 , 12:30:00,4092,4092
767,19/06/2020 , 12:45:00,3552,3552
768,19/06/2020 , 13:00:00,3286,3286
769,19/06/2020 , 13:15:00,4718,4718
770,19/06/2020 , 13:30:00,8208,8208
771,19/06/2020 , 13:45:00,6731,6731
772,19/06/2020 , 14:00:00,8364,8364
773,19/06/2020 , 14:15:00,5488,5488
774,19/06/2020 , 14:30:00,7424,7424
775,19/06/2020 , 14:45:00,15701,15701
776,19/06/2020 , 15:00:00,14651,14651
777,19/06/2020 , 15:15:00,17497,17497
778,19/06/2020 , 15:30:00,13706,13706
779,19/06/2020 , 15:45:00,16013,16013
780,19/06/2020 , 16:00:00,14773,14773
781,19/06/2020 , 16:15:00,12536,12536
782,19/06/2020 , 16:30:00,13691,13691
783,19/06/2020 , 16:45:00,26221,26221
784,19/06/2020 , 17:00:00,29086,29086
785,19/06/2020 , 17:15:00,19848,19848
786,19/06/2020 , 17:30:00,20008,20008
787,19/06/2020 , 17:45:00,23564,23564
788,19/06/2020 , 18:00:00,36061,36061
789,19/06/2020 , 18:15:00,29443,29443
790,19/06/2020 , 18:30:00,18555,18555
791,19/06/2020 , 18:45:00,11201,11201
792,19/06/2020 , 19:00:00,12243,12243
793,19/06/2020 , 19:15:00,20002,20002
794,19/06/2020 , 19:30:00,24108,24108
795,19/06/2020 , 19:45:00,17613,17613
796,19/06/2020 , 20:00:00,9355,9355
797,19/06/2020 , 20:15:00,19029,19029
798,19/06/2020 , 20:30:00,18203,18203
799,19/06/2020 , 20:45:00,12618,12618
800,19/06/2020 , 21:00:00,5356,5356
801,19/06/2020 , 21:15:00,5863,5863
802,19/06/2020 , 21:30:00,4936,4936
803,19/06/2020 , 21:45:00,2804,2804
804,19/06/2020 , 22:00:00,2221,2221
805,19/06/2020 , 22:15:00,2279,2279
806,19/06/2020 , 22:30:00,2511,2511
807,19/06/2020 , 22:45:00,2345,2345
808,19/06/2020 , 23:00:00,1949,1949
809,19/06/2020 , 23:15:00,1499,1499
810,19/06/2020 , 23:30:00,1110,1110
811,19/06/2020 , 23:45:00,749,749
812,19/06/2020 , 24:00:00,487,487
813,20/06/2020 , 00:15:00,331,331
814,20/06/2020 , 00:30:00,255,255
815,20/06/2020 , 00:45:00,211,211
816,20/06/2020 , 01:00:00,190,190
817,20/06/2020 , 01:15:00,178,178
818,20/06/2020 , 01:30:00,139,139
819,20/06/2020 , 01:45:00,114,114
820,20/06/2020 , 02:00:00,130,130
821,20/06/2020 , 02:15:00,162,162
822,20/06/2020 , 02:30:00,160,160
823,20/06/2020 , 02:45:00,176,176
824,20/06/2020 , 03:00:00,229,229
825,20/06/2020 , 03:15:00,279,279
826,20/06/2020 , 03:30:00,354,354
827,20/06/2020 , 03:45:00,496,496
828,20/06/2020 , 04:00:00,621,621
829,20/06/2020 , 04:15:00,747,747
830,20/06/2020 , 04:30:00,985,985
831,20/06/2020 , 04:45:00,1360,1360
832,20/06/2020 , 05:00:00,1846,1846
833,20/06/2020 , 05:15:00,2332,2332
834,20/06/2020 , 05:30:00,2483,2483
835,20/06/2020 , 05:45:00,2812,2812
836,20/06/2020 , 06:00:00,3947,3947
837,20/06/2020 , 06:15:00,6662,6662
838,20/06/2020 , 06:30:00,6728,6728
839,20/06/2020 , 06:45:00,8071,8071
840,20/06/2020 , 07:00:00,7650,7650
841,20/06/2020 , 07:15:00,8074,8074
842,20/06/2020 , 07:30:00,7692,7692
843,20/06/2020 , 07:45:00,7108,7108
844,20/06/2020 , 08:00:00,7431,7431
845,20/06/2020 , 08:15:00,10559,10559
846,20/06/2020 , 08:30:00,11024,11024
847,20/06/2020 , 08:45:00,11973,11973
848,20/06/2020 , 09:00:00,13574,13574
849,20/06/2020 , 09:15:00,13576,13576
850,20/06/2020 , 09:30:00,12330,12330
851,20/06/2020 , 09:45:00,13986,13986
852,20/06/2020 , 10:00:00,16277,16277
853,20/06/2020 , 10:15:00,16027,16027
854,20/06/2020 , 10:30:00,16097,16097
855,20/06/2020 , 10:45:00,19521,19521
856,20/06/2020 , 11:00:00,23928,23928
857,20/06/2020 , 11:15:00,22196,22196
858,20/06/2020 , 11:30:00,18922,18922
859,20/06/2020 , 11:45:00,32153,32153
860,20/06/2020 , 12:00:00,22621,22621
861,20/06/2020 , 12:15:00,17480,17480
862,20/06/2020 , 12:30:00,17574,17574
863,20/06/2020 , 12:45:00,20846,20846
864,20/06/2020 , 13:00:00,27938,27938
865,20/06/2020 , 13:15:00,45880,45880
866,20/06/2020 , 13:30:00,42778,42778
867,20/06/2020 , 13:45:00,46873,46873
868,20/06/2020 , 14:00:00,36715,36715
869,20/06/2020 , 14:15:00,33293,33293
870,20/06/2020 , 14:30:00,25905,25905
871,20/06/2020 , 14:45:00,17409,17409
872,20/06/2020 , 15:00:00,9313,9313
873,20/06/2020 , 15:15:00,2211,2211
874,20/06/2020 , 15:30:00,1277,1277
875,20/06/2020 , 15:45:00,2068,2068
876,20/06/2020 , 16:00:00,2982,2982
877,20/06/2020 , 16:15:00,4644,4644
878,20/06/2020 , 16:30:00,4491,4491
879,20/06/2020 , 16:45:00,6276,6276
880,20/06/2020 , 17:00:00,5688,5688
881,20/06/2020 , 17:15:00,9976,9976
882,20/06/2020 , 17:30:00,10336,10336
883,20/06/2020 , 17:45:00,8415,8415
884,20/06/2020 , 18:00:00,7262,7262
885,20/06/2020 , 18:15:00,7450,7450
886,20/06/2020 , 18:30:00,4952,4952
887,20/06/2020 , 18:45:00,6760,6760
888,20/06/2020 , 19:00:00,7128,7128
889,20/06/2020 , 19:15:00,7444,7444
890,20/06/2020 , 19:30:00,5796,5796
891,20/06/2020 , 19:45:00,7131,7131
892,20/06/2020 , 20:00:00,4600,4600
893,20/06/2020 , 20:15:00,3074,3074
894,20/06/2020 , 20:30:00,5186,5186
895,20/06/2020 , 20:45:00,4045,4045
896,20/06/2020 , 21:00:00,3023,3023
897,20/06/2020 , 21:15:00,2434,2434
898,20/06/2020 , 21:30:00,2344,2344
899,20/06/2020 , 21:45:00,2837,2837
900,20/06/2020 , 22:00:00,1403,1403
901,20/06/2020 , 22:15:00,687,687
902,20/06/2020 , 22:30:00,703,703
903,20/06/2020 , 22:45:00,626,626
904,20/06/2020 , 23:00:00,450,450
905,20/06/2020 , 23:15:00,380,380
906,20/06/2020 , 23:30:00,208,208
907,20/06/2020 , 23:45:00,214,214
908,20/06/2020 , 24:00:00,100,100
909,21/06/2020 , 00:15:00,45,45
910,21/06/2020 , 00:30:00,32,32
911,21/06/2020 , 00:45:00,27,27
912,21/06/2020 , 01:00:00,13,13
913,21/06/2020 , 01:15:00,6,6
914,21/06/2020 , 01:30:00,14,14
915,21/06/2020 , 01:45:00,7,7
916,21/06/2020 , 02:00:00,7,7
917,21/06/2020 , 02:15:00,8,8
918,21/06/2020 , 02:30:00,7,7
919,21/06/2020 , 02:45:00,8,8
920,21/06/2020 , 03:00:00,7,7
921,21/06/2020 , 03:15:00,10,10
922,21/06/2020 , 03:30:00,15,15
923,21/06/2020 , 03:45:00,22,22
924,21/06/2020 , 04:00:00,36,36
925,21/06/2020 , 04:15:00,50,50
926,21/06/2020 , 04:30:00,77,77
927,21/06/2020 , 04:45:00,140,140
928,21/06/2020 , 05:00:00,149,149
929,21/06/2020 , 05:15:00,177,177
930,21/06/2020 , 05:30:00,330,330
931,21/06/2020 , 05:45:00,488,488
932,21/06/2020 , 06:00:00,436,436
933,21/06/2020 , 06:15:00,683,683
934,21/06/2020 , 06:30:00,648,648
935,21/06/2020 , 06:45:00,459,459
936,21/06/2020 , 07:00:00,467,467
937,21/06/2020 , 07:15:00,667,667
938,21/06/2020 , 07:30:00,818,818
939,21/06/2020 , 07:45:00,1000,1000
940,21/06/2020 , 08:00:00,1621,1621
941,21/06/2020 , 08:15:00,1319,1319
942,21/06/2020 , 08:30:00,1237,1237
943,21/06/2020 , 08:45:00,1292,1292
944,21/06/2020 , 09:00:00,1284,1284
945,21/06/2020 , 09:15:00,1776,1776
946,21/06/2020 , 09:30:00,1950,1950
947,21/06/2020 , 09:45:00,1772,1772
948,21/06/2020 , 10:00:00,2290,2290
949,21/06/2020 , 10:15:00,3326,3326
950,21/06/2020 , 10:30:00,3994,3994
951,21/06/2020 , 10:45:00,4815,4815
952,21/06/2020 , 11:00:00,4359,4359
953,21/06/2020 , 11:15:00,3275,3275
954,21/06/2020 , 11:30:00,3774,3774
955,21/06/2020 , 11:45:00,4340,4340
956,21/06/2020 , 12:00:00,4301,4301
957,21/06/2020 , 12:15:00,4087,4087
958,21/06/2020 , 12:30:00,4400,4400
959,21/06/2020 , 12:45:00,3851,3851
960,21/06/2020 , 13:00:00,4191,4191
961,21/06/2020 , 13:15:00,4697,4697
962,21/06/2020 , 13:30:00,4535,4535
963,21/06/2020 , 13:45:00,4870,4870
964,21/06/2020 , 14:00:00,5551,5551
965,21/06/2020 , 14:15:00,5408,5408
966,21/06/2020 , 14:30:00,4140,4140
967,21/06/2020 , 14:45:00,3938,3938
968,21/06/2020 , 15:00:00,4230,4230
969,21/06/2020 , 15:15:00,6368,6368
970,21/06/2020 , 15:30:00,4162,4162
971,21/06/2020 , 15:45:00,4680,4680
972,21/06/2020 , 16:00:00,4397,4397
973,21/06/2020 , 16:15:00,3932,3932
974,21/06/2020 , 16:30:00,3953,3953
975,21/06/2020 , 16:45:00,3501,3501
976,21/06/2020 , 17:00:00,3090,3090
977,21/06/2020 , 17:15:00,2511,2511
978,21/06/2020 , 17:30:00,1832,1832
979,21/06/2020 , 17:45:00,2980,2980
980,21/06/2020 , 18:00:00,2383,2383
981,21/06/2020 , 18:15:00,1193,1193
982,21/06/2020 , 18:30:00,871,871
983,21/06/2020 , 18:45:00,648,648
984,21/06/2020 , 19:00:00,580,580
985,21/06/2020 , 19:15:00,501,501
986,21/06/2020 , 19:30:00,310,310
987,21/06/2020 , 19:45:00,311,311
988,21/06/2020 , 20:00:00,256,256
989,21/06/2020 , 20:15:00,246,246
990,21/06/2020 , 20:30:00,321,321
991,21/06/2020 , 20:45:00,198,198
992,21/06/2020 , 21:00:00,165,165
993,21/06/2020 , 21:15:00,129,129
994,21/06/2020 , 21:30:00,119,119
995,21/06/2020 , 21:45:00,166,166
996,21/06/2020 , 22:00:00,124,124
997,21/06/2020 , 22:15:00,101,101
998,21/06/2020 , 22:30:00,109,109
999,21/06/2020 , 22:45:00,83,83
1000,21/06/2020 , 23:00:00,47,47
1001,21/06/2020 , 23:15:00,34,34
1002,21/06/2020 , 23:30:00,28,28
1003,21/06/2020 , 23:45:00,38,38
1004,21/06/2020 , 24:00:00,36,36
1005,22/06/2020 , 00:15:00,16,16
1006,22/06/2020 , 00:30:00,8,8
1007,22/06/2020 , 00:45:00,7,7
1008,22/06/2020 , 01:00:00,5,5
1009,22/06/2020 , 01:15:00,4,4
1010,22/06/2020 , 01:30:00,4,4
1011,22/06/2020 , 01:45:00,3,3
1012,22/06/2020 , 02:00:00,3,3
1013,22/06/2020 , 02:15:00,4,4
1014,22/06/2020 , 02:30:00,4,4
1015,22/06/2020 , 02:45:00,5,5
1016,22/06/2020 , 03:00:00,13,13
1017,22/06/2020 , 03:15:00,17,17
1018,22/06/2020 , 03:30:00,20,20
1019,22/06/2020 , 03:45:00,25,25
1020,22/06/2020 , 04:00:00,42,42
1021,22/06/2020 , 04:15:00,57,57
1022,22/06/2020 , 04:30:00,89,89
1023,22/06/2020 , 04:45:00,109,109
1024,22/06/2020 , 05:00:00,172,172
1025,22/06/2020 , 05:15:00,228,228
1026,22/06/2020 , 05:30:00,315,315
1027,22/06/2020 , 05:45:00,439,439
1028,22/06/2020 , 06:00:00,411,411
1029,22/06/2020 , 06:15:00,375,375
1030,22/06/2020 , 06:30:00,646,646
1031,22/06/2020 , 06:45:00,833,833
1032,22/06/2020 , 07:00:00,702,702
1033,22/06/2020 , 07:15:00,758,758
1034,22/06/2020 , 07:30:00,766,766
1035,22/06/2020 , 07:45:00,739,739
1036,22/06/2020 , 08:00:00,725,725
1037,22/06/2020 , 08:15:00,1196,1196
1038,22/06/2020 , 08:30:00,1213,1213
1039,22/06/2020 , 08:45:00,991,991
1040,22/06/2020 , 09:00:00,1711,1711
1041,22/06/2020 , 09:15:00,1880,1880
1042,22/06/2020 , 09:30:00,2209,2209
1043,22/06/2020 , 09:45:00,2274,2274
1044,22/06/2020 , 10:00:00,2049,2049
1045,22/06/2020 , 10:15:00,1995,1995
1046,22/06/2020 , 10:30:00,2340,2340
1047,22/06/2020 , 10:45:00,2847,2847
1048,22/06/2020 , 11:00:00,2735,2735
1049,22/06/2020 , 11:15:00,2751,2751
1050,22/06/2020 , 11:30:00,3587,3587
1051,22/06/2020 , 11:45:00,3976,3976
1052,22/06/2020 , 12:00:00,4814,4814
1053,22/06/2020 , 12:15:00,4551,4551
1054,22/06/2020 , 12:30:00,4110,4110
1055,22/06/2020 , 12:45:00,3420,3420
1056,22/06/2020 , 13:00:00,4320,4320
1057,22/06/2020 , 13:15:00,3768,3768
1058,22/06/2020 , 13:30:00,4530,4530
1059,22/06/2020 , 13:45:00,4295,4295
1060,22/06/2020 , 14:00:00,4241,4241
1061,22/06/2020 , 14:15:00,4843,4843
1062,22/06/2020 , 14:30:00,4621,4621
1063,22/06/2020 , 14:45:00,4479,4479
1064,22/06/2020 , 15:00:00,4156,4156
1065,22/06/2020 , 15:15:00,4196,4196
1066,22/06/2020 , 15:30:00,4114,4114
1067,22/06/2020 , 15:45:00,3438,3438
1068,22/06/2020 , 16:00:00,4291,4291
1069,22/06/2020 , 16:15:00,3870,3870
1070,22/06/2020 , 16:30:00,3143,3143
1071,22/06/2020 , 16:45:00,2645,2645
1072,22/06/2020 , 17:00:00,2619,2619
1073,22/06/2020 , 17:15:00,2807,2807
1074,22/06/2020 , 17:30:00,2151,2151
1075,22/06/2020 , 17:45:00,2105,2105
1076,22/06/2020 , 18:00:00,1862,1862
1077,22/06/2020 , 18:15:00,1417,1417
1078,22/06/2020 , 18:30:00,967,967
1079,22/06/2020 , 18:45:00,740,740
1080,22/06/2020 , 19:00:00,990,990
1081,22/06/2020 , 19:15:00,823,823
1082,22/06/2020 , 19:30:00,773,773
1083,22/06/2020 , 19:45:00,780,780
1084,22/06/2020 , 20:00:00,495,495
1085,22/06/2020 , 20:15:00,510,510
1086,22/06/2020 , 20:30:00,568,568
1087,22/06/2020 , 20:45:00,545,545
1088,22/06/2020 , 21:00:00,570,570
1089,22/06/2020 , 21:15:00,386,386
1090,22/06/2020 , 21:30:00,220,220
1091,22/06/2020 , 21:45:00,168,168
1092,22/06/2020 , 22:00:00,94,94
1093,22/06/2020 , 22:15:00,63,63
1094,22/06/2020 , 22:30:00,37,37
1095,22/06/2020 , 22:45:00,31,31
1096,22/06/2020 , 23:00:00,51,51
1097,22/06/2020 , 23:15:00,57,57
1098,22/06/2020 , 23:30:00,37,37
1099,22/06/2020 , 23:45:00,17,17
1100,22/06/2020 , 24:00:00,9,9
1101,23/06/2020 , 00:15:00,7,7
1102,23/06/2020 , 00:30:00,4,4
1103,23/06/2020 , 00:45:00,3,3
1104,23/06/2020 , 01:00:00,2,2
1105,23/06/2020 , 01:15:00,1,1
1106,23/06/2020 , 01:30:00,1,1
1107,23/06/2020 , 01:45:00,1,1
1108,23/06/2020 , 02:00:00,0,0
1109,23/06/2020 , 02:15:00,1,1
1110,23/06/2020 , 02:30:00,0,0
1111,23/06/2020 , 02:45:00,1,1
1112,23/06/2020 , 03:00:00,2,2
1113,23/06/2020 , 03:15:00,2,2
1114,23/06/2020 , 03:30:00,5,5
1115,23/06/2020 , 03:45:00,5,5
1116,23/06/2020 , 04:00:00,6,6
1117,23/06/2020 , 04:15:00,8,8
1118,23/06/2020 , 04:30:00,12,12
1119,23/06/2020 , 04:45:00,16,16
1120,23/06/2020 , 05:00:00,26,26
1121,23/06/2020 , 05:15:00,41,41
1122,23/06/2020 , 05:30:00,49,49
1123,23/06/2020 , 05:45:00,70,70
1124,23/06/2020 , 06:00:00,78,78
1125,23/06/2020 , 06:15:00,71,71
1126,23/06/2020 , 06:30:00,67,67
1127,23/06/2020 , 06:45:00,97,97
1128,23/06/2020 , 07:00:00,118,118
1129,23/06/2020 , 07:15:00,143,143
1130,23/06/2020 , 07:30:00,155,155
1131,23/06/2020 , 07:45:00,164,164
1132,23/06/2020 , 08:00:00,130,130
1133,23/06/2020 , 08:15:00,137,137
1134,23/06/2020 , 08:30:00,201,201
1135,23/06/2020 , 08:45:00,263,263
1136,23/06/2020 , 09:00:00,303,303
1137,23/06/2020 , 09:15:00,282,282
1138,23/06/2020 , 09:30:00,241,241
1139,23/06/2020 , 09:45:00,255,255
1140,23/06/2020 , 10:00:00,310,310
1141,23/06/2020 , 10:15:00,283,283
1142,23/06/2020 , 10:30:00,375,375
1143,23/06/2020 , 10:45:00,553,553
1144,23/06/2020 , 11:00:00,557,557
1145,23/06/2020 , 11:15:00,436,436
1146,23/06/2020 , 11:30:00,426,426
1147,23/06/2020 , 11:45:00,418,418
1148,23/06/2020 , 12:00:00,499,499
1149,23/06/2020 , 12:15:00,623,623
1150,23/06/2020 , 12:30:00,554,554
1151,23/06/2020 , 12:45:00,636,636
1152,23/06/2020 , 13:00:00,588,588
1153,23/06/2020 , 13:15:00,619,619
1154,23/06/2020 , 13:30:00,675,675
1155,23/06/2020 , 13:45:00,717,717
1156,23/06/2020 , 14:00:00,764,764
1157,23/06/2020 , 14:15:00,772,772
1158,23/06/2020 , 14:30:00,785,785
1159,23/06/2020 , 14:45:00,789,789
1160,23/06/2020 , 15:00:00,862,862
1161,23/06/2020 , 15:15:00,980,980
1162,23/06/2020 , 15:30:00,1282,1282
1163,23/06/2020 , 15:45:00,1498,1498
1164,23/06/2020 , 16:00:00,1468,1468
1165,23/06/2020 , 16:15:00,1299,1299
1166,23/06/2020 , 16:30:00,1377,1377
1167,23/06/2020 , 16:45:00,1773,1773
1168,23/06/2020 , 17:00:00,2002,2002
1169,23/06/2020 , 17:15:00,1706,1706
1170,23/06/2020 , 17:30:00,1764,1764
1171,23/06/2020 , 17:45:00,1513,1513
1172,23/06/2020 , 18:00:00,1277,1277
1173,23/06/2020 , 18:15:00,858,858
1174,23/06/2020 , 18:30:00,671,671
1175,23/06/2020 , 18:45:00,602,602
1176,23/06/2020 , 19:00:00,565,565
1177,23/06/2020 , 19:15:00,691,691
1178,23/06/2020 , 19:30:00,655,655
1179,23/06/2020 , 19:45:00,790,790
1180,23/06/2020 , 20:00:00,959,959
1181,23/06/2020 , 20:15:00,957,957
1182,23/06/2020 , 20:30:00,876,876
1183,23/06/2020 , 20:45:00,454,454
1184,23/06/2020 , 21:00:00,279,279
1185,23/06/2020 , 21:15:00,197,197
1186,23/06/2020 , 21:30:00,192,192
1187,23/06/2020 , 21:45:00,159,159
1188,23/06/2020 , 22:00:00,198,198
1189,23/06/2020 , 22:15:00,204,204
1190,23/06/2020 , 22:30:00,128,128
1191,23/06/2020 , 22:45:00,116,116
1192,23/06/2020 , 23:00:00,116,116
1193,23/06/2020 , 23:15:00,72,72
1194,23/06/2020 , 23:30:00,64,64
1195,23/06/2020 , 23:45:00,53,53
1196,23/06/2020 , 24:00:00,23,23
1197,24/06/2020 , 00:15:00,15,15
1198,24/06/2020 , 00:30:00,10,10
1199,24/06/2020 , 00:45:00,8,8
1200,24/06/2020 , 01:00:00,8,8
1201,24/06/2020 , 01:15:00,5,5
1202,24/06/2020 , 01:30:00,6,6
1203,24/06/2020 , 01:45:00,4,4
1204,24/06/2020 , 02:00:00,5,5
1205,24/06/2020 , 02:15:00,6,6
1206,24/06/2020 , 02:30:00,4,4
1207,24/06/2020 , 02:45:00,6,6
1208,24/06/2020 , 03:00:00,9,9
1209,24/06/2020 , 03:15:00,14,14
1210,24/06/2020 , 03:30:00,15,15
1211,24/06/2020 , 03:45:00,20,20
1212,24/06/2020 , 04:00:00,40,40
