Site Name ,MOOS,,,
Site Number ,4,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11617,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
5736,9/8/2020, 07:00:00,658,658
5737,9/8/2020, 07:15:00,747,747
5738,9/8/2020, 07:30:00,831,831
5739,9/8/2020, 07:45:00,957,957
5740,9/8/2020, 08:00:00,1170,1170
5741,9/8/2020, 08:15:00,1365,1365
5742,9/8/2020, 08:30:00,1761,1761
5743,9/8/2020, 08:45:00,1489,1489
5744,9/8/2020, 09:00:00,1395,1395
5745,9/8/2020, 09:15:00,1524,1524
5746,9/8/2020, 09:30:00,2328,2328
5747,9/8/2020, 09:45:00,2094,2094
5748,9/8/2020, 10:00:00,2525,2525
5749,9/8/2020, 10:15:00,4018,4018
5750,9/8/2020, 10:30:00,4790,4790
5751,9/8/2020, 10:45:00,5431,5431
5752,9/8/2020, 11:00:00,6574,6574
5753,9/8/2020, 11:15:00,3664,3664
5754,9/8/2020, 11:30:00,8975,8975
5755,9/8/2020, 11:45:00,13517,13517
5756,9/8/2020, 12:00:00,10276,10276
5757,9/8/2020, 12:15:00,9244,9244
5758,9/8/2020, 12:30:00,5258,5258
5759,9/8/2020, 12:45:00,18421,18421
5760,9/8/2020, 13:00:00,9063,9063
5761,9/8/2020, 13:15:00,27129,27129
5762,9/8/2020, 13:30:00,18766,18766
5763,9/8/2020, 13:45:00,24493,24493
5764,9/8/2020, 14:00:00,40629,40629
5765,9/8/2020, 14:15:00,32133,32133
5766,9/8/2020, 14:30:00,22395,22395
5767,9/8/2020, 14:45:00,15077,15077
5768,9/8/2020, 15:00:00,14193,14193
5769,9/8/2020, 15:15:00,19432,19432
5770,9/8/2020, 15:30:00,7489,7489
5771,9/8/2020, 15:45:00,8760,8760
5772,9/8/2020, 16:00:00,6665,6665
5773,9/8/2020, 16:15:00,4253,4253
5774,9/8/2020, 16:30:00,4540,4540
5775,9/8/2020, 16:45:00,3306,3306
5776,9/8/2020, 17:00:00,3463,3463
5777,9/8/2020, 17:15:00,3870,3870
5778,9/8/2020, 17:30:00,5701,5701
5779,9/8/2020, 17:45:00,3396,3396
5780,9/8/2020, 18:00:00,3448,3448
5781,9/8/2020, 18:15:00,3109,3109
5782,9/8/2020, 18:30:00,3275,3275
5783,9/8/2020, 18:45:00,2656,2656
5784,9/8/2020, 19:00:00,3182,3182
5785,9/8/2020, 19:15:00,3045,3045
5786,9/8/2020, 19:30:00,2887,2887
5787,9/8/2020, 19:45:00,2513,2513
5788,9/8/2020, 20:00:00,2257,2257
5789,9/8/2020, 20:15:00,1996,1996
5790,9/8/2020, 20:30:00,2037,2037
5791,9/8/2020, 20:45:00,1012,1012
5792,9/8/2020, 21:00:00,470,470
5793,9/8/2020, 21:15:00,535,535
5794,9/8/2020, 21:30:00,395,395
5795,9/8/2020, 21:45:00,127,127
5796,9/8/2020, 22:00:00,93,93
5797,9/8/2020, 22:15:00,123,123
5798,9/8/2020, 22:30:00,37,37
5799,9/8/2020, 22:45:00,8,8
5800,9/8/2020, 23:00:00,3,3
5801,9/8/2020, 23:15:00,0,0
5802,9/8/2020, 23:30:00,0,0
5803,9/8/2020, 23:45:00,0,0
5804,9/8/2020, 24:00:00,0,0
5805,10/8/2020, 00:15:00,0,0
5806,10/8/2020, 00:30:00,0,0
5807,10/8/2020, 00:45:00,0,0
5808,10/8/2020, 01:00:00,0,0
5809,10/8/2020, 01:15:00,0,0
5810,10/8/2020, 01:30:00,0,0
5811,10/8/2020, 01:45:00,0,0
5812,10/8/2020, 02:00:00,0,0
5813,10/8/2020, 02:15:00,0,0
5814,10/8/2020, 02:30:00,0,0
5815,10/8/2020, 02:45:00,0,0
5816,10/8/2020, 03:00:00,0,0
5817,10/8/2020, 03:15:00,0,0
5818,10/8/2020, 03:30:00,0,0
5819,10/8/2020, 03:45:00,0,0
5820,10/8/2020, 04:00:00,0,0
5821,10/8/2020, 04:15:00,0,0
5822,10/8/2020, 04:30:00,0,0
5823,10/8/2020, 04:45:00,0,0
5824,10/8/2020, 05:00:00,2,2
5825,10/8/2020, 05:15:00,10,10
5826,10/8/2020, 05:30:00,22,22
5827,10/8/2020, 05:45:00,42,42
5828,10/8/2020, 06:00:00,83,83
5829,10/8/2020, 06:15:00,140,140
5830,10/8/2020, 06:30:00,244,244
5831,10/8/2020, 06:45:00,341,341
5832,10/8/2020, 07:00:00,412,412
5833,10/8/2020, 07:15:00,514,514
5834,10/8/2020, 07:30:00,651,651
5835,10/8/2020, 07:45:00,841,841
5836,10/8/2020, 08:00:00,1096,1096
5837,10/8/2020, 08:15:00,1356,1356
5838,10/8/2020, 08:30:00,1595,1595
5839,10/8/2020, 08:45:00,1547,1547
5840,10/8/2020, 09:00:00,1578,1578
5841,10/8/2020, 09:15:00,1652,1652
5842,10/8/2020, 09:30:00,1847,1847
5843,10/8/2020, 09:45:00,1656,1656
5844,10/8/2020, 10:00:00,1815,1815
5845,10/8/2020, 10:15:00,2318,2318
5846,10/8/2020, 10:30:00,2570,2570
5847,10/8/2020, 10:45:00,3126,3126
5848,10/8/2020, 11:00:00,3788,3788
5849,10/8/2020, 11:15:00,2882,2882
5850,10/8/2020, 11:30:00,3028,3028
5851,10/8/2020, 11:45:00,5399,5399
5852,10/8/2020, 12:00:00,6934,6934
5853,10/8/2020, 12:15:00,8108,8108
5854,10/8/2020, 12:30:00,8706,8706
5855,10/8/2020, 12:45:00,12465,12465
5856,10/8/2020, 13:00:00,8391,8391
5857,10/8/2020, 13:15:00,10911,10911
5858,10/8/2020, 13:30:00,12561,12561
5859,10/8/2020, 13:45:00,19891,19891
5860,10/8/2020, 14:00:00,12173,12173
5861,10/8/2020, 14:15:00,8969,8969
5862,10/8/2020, 14:30:00,7679,7679
5863,10/8/2020, 14:45:00,7863,7863
5864,10/8/2020, 15:00:00,7462,7462
5865,10/8/2020, 15:15:00,7258,7258
5866,10/8/2020, 15:30:00,6198,6198
5867,10/8/2020, 15:45:00,5667,5667
5868,10/8/2020, 16:00:00,5610,5610
5869,10/8/2020, 16:15:00,4718,4718
5870,10/8/2020, 16:30:00,3516,3516
5871,10/8/2020, 16:45:00,3333,3333
5872,10/8/2020, 17:00:00,3759,3759
5873,10/8/2020, 17:15:00,4495,4495
5874,10/8/2020, 17:30:00,4044,4044
5875,10/8/2020, 17:45:00,4381,4381
5876,10/8/2020, 18:00:00,4472,4472
5877,10/8/2020, 18:15:00,3436,3436
5878,10/8/2020, 18:30:00,3272,3272
5879,10/8/2020, 18:45:00,3690,3690
5880,10/8/2020, 19:00:00,4179,4179
5881,10/8/2020, 19:15:00,3933,3933
5882,10/8/2020, 19:30:00,3297,3297
5883,10/8/2020, 19:45:00,2845,2845
5884,10/8/2020, 20:00:00,2850,2850
5885,10/8/2020, 20:15:00,2864,2864
5886,10/8/2020, 20:30:00,2333,2333
5887,10/8/2020, 20:45:00,1854,1854
5888,10/8/2020, 21:00:00,1409,1409
5889,10/8/2020, 21:15:00,1078,1078
5890,10/8/2020, 21:30:00,780,780
5891,10/8/2020, 21:45:00,465,465
5892,10/8/2020, 22:00:00,227,227
5893,10/8/2020, 22:15:00,147,147
5894,10/8/2020, 22:30:00,60,60
5895,10/8/2020, 22:45:00,28,28
5896,10/8/2020, 23:00:00,7,7
5897,10/8/2020, 23:15:00,1,1
5898,10/8/2020, 23:30:00,0,0
5899,10/8/2020, 23:45:00,0,0
5900,10/8/2020, 24:00:00,0,0
5901,11/8/2020, 00:15:00,0,0
5902,11/8/2020, 00:30:00,0,0
5903,11/8/2020, 00:45:00,0,0
5904,11/8/2020, 01:00:00,0,0
5905,11/8/2020, 01:15:00,0,0
5906,11/8/2020, 01:30:00,0,0
5907,11/8/2020, 01:45:00,0,0
5908,11/8/2020, 02:00:00,0,0
5909,11/8/2020, 02:15:00,0,0
5910,11/8/2020, 02:30:00,0,0
5911,11/8/2020, 02:45:00,0,0
5912,11/8/2020, 03:00:00,0,0
5913,11/8/2020, 03:15:00,0,0
5914,11/8/2020, 03:30:00,0,0
5915,11/8/2020, 03:45:00,0,0
5916,11/8/2020, 04:00:00,0,0
5917,11/8/2020, 04:15:00,0,0
5918,11/8/2020, 04:30:00,0,0
5919,11/8/2020, 04:45:00,0,0
5920,11/8/2020, 05:00:00,2,2
5921,11/8/2020, 05:15:00,7,7
5922,11/8/2020, 05:30:00,16,16
5923,11/8/2020, 05:45:00,24,24
5924,11/8/2020, 06:00:00,58,58
5925,11/8/2020, 06:15:00,97,97
5926,11/8/2020, 06:30:00,192,192
5927,11/8/2020, 06:45:00,295,295
5928,11/8/2020, 07:00:00,547,547
5929,11/8/2020, 07:15:00,605,605
5930,11/8/2020, 07:30:00,633,633
5931,11/8/2020, 07:45:00,926,926
5932,11/8/2020, 08:00:00,1431,1431
5933,11/8/2020, 08:15:00,1863,1863
5934,11/8/2020, 08:30:00,2112,2112
5935,11/8/2020, 08:45:00,2500,2500
5936,11/8/2020, 09:00:00,2704,2704
5937,11/8/2020, 09:15:00,2576,2576
5938,11/8/2020, 09:30:00,2625,2625
5939,11/8/2020, 09:45:00,3309,3309
5940,11/8/2020, 10:00:00,4522,4522
5941,11/8/2020, 10:15:00,5397,5397
5942,11/8/2020, 10:30:00,5326,5326
5943,11/8/2020, 10:45:00,4655,4655
5944,11/8/2020, 11:00:00,4938,4938
5945,11/8/2020, 11:15:00,5482,5482
5946,11/8/2020, 11:30:00,6012,6012
5947,11/8/2020, 11:45:00,6133,6133
5948,11/8/2020, 12:00:00,5808,5808
5949,11/8/2020, 12:15:00,5772,5772
5950,11/8/2020, 12:30:00,5807,5807
5951,11/8/2020, 12:45:00,6119,6119
5952,11/8/2020, 13:00:00,6980,6980
5953,11/8/2020, 13:15:00,8587,8587
5954,11/8/2020, 13:30:00,9270,9270
5955,11/8/2020, 13:45:00,9797,9797
5956,11/8/2020, 14:00:00,9042,9042
5957,11/8/2020, 14:15:00,9674,9674
5958,11/8/2020, 14:30:00,14635,14635
5959,11/8/2020, 14:45:00,16686,16686
5960,11/8/2020, 15:00:00,17283,17283
5961,11/8/2020, 15:15:00,10067,10067
5962,11/8/2020, 15:30:00,7472,7472
5963,11/8/2020, 15:45:00,6936,6936
5964,11/8/2020, 16:00:00,6643,6643
5965,11/8/2020, 16:15:00,6418,6418
5966,11/8/2020, 16:30:00,6021,6021
5967,11/8/2020, 16:45:00,5361,5361
5968,11/8/2020, 17:00:00,5374,5374
5969,11/8/2020, 17:15:00,5600,5600
5970,11/8/2020, 17:30:00,5573,5573
5971,11/8/2020, 17:45:00,5584,5584
5972,11/8/2020, 18:00:00,5390,5390
5973,11/8/2020, 18:15:00,5098,5098
5974,11/8/2020, 18:30:00,4446,4446
5975,11/8/2020, 18:45:00,3520,3520
5976,11/8/2020, 19:00:00,2976,2976
5977,11/8/2020, 19:15:00,2957,2957
5978,11/8/2020, 19:30:00,2982,2982
5979,11/8/2020, 19:45:00,2651,2651
5980,11/8/2020, 20:00:00,2164,2164
5981,11/8/2020, 20:15:00,1838,1838
5982,11/8/2020, 20:30:00,1460,1460
5983,11/8/2020, 20:45:00,1060,1060
5984,11/8/2020, 21:00:00,761,761
5985,11/8/2020, 21:15:00,603,603
5986,11/8/2020, 21:30:00,471,471
5987,11/8/2020, 21:45:00,344,344
5988,11/8/2020, 22:00:00,212,212
5989,11/8/2020, 22:15:00,112,112
5990,11/8/2020, 22:30:00,55,55
5991,11/8/2020, 22:45:00,22,22
5992,11/8/2020, 23:00:00,6,6
5993,11/8/2020, 23:15:00,1,1
5994,11/8/2020, 23:30:00,0,0
5995,11/8/2020, 23:45:00,0,0
5996,11/8/2020, 24:00:00,0,0
5997,12/8/2020, 00:15:00,0,0
5998,12/8/2020, 00:30:00,0,0
5999,12/8/2020, 00:45:00,0,0
6000,12/8/2020, 01:00:00,0,0
6001,12/8/2020, 01:15:00,0,0
6002,12/8/2020, 01:30:00,0,0
6003,12/8/2020, 01:45:00,0,0
6004,12/8/2020, 02:00:00,0,0
6005,12/8/2020, 02:15:00,0,0
6006,12/8/2020, 02:30:00,0,0
6007,12/8/2020, 02:45:00,0,0
6008,12/8/2020, 03:00:00,0,0
6009,12/8/2020, 03:15:00,0,0
6010,12/8/2020, 03:30:00,0,0
6011,12/8/2020, 03:45:00,0,0
6012,12/8/2020, 04:00:00,0,0
6013,12/8/2020, 04:15:00,0,0
6014,12/8/2020, 04:30:00,0,0
6015,12/8/2020, 04:45:00,0,0
6016,12/8/2020, 05:00:00,4,4
6017,12/8/2020, 05:15:00,14,14
6018,12/8/2020, 05:30:00,38,38
6019,12/8/2020, 05:45:00,75,75
6020,12/8/2020, 06:00:00,85,85
6021,12/8/2020, 06:15:00,98,98
6022,12/8/2020, 06:30:00,123,123
6023,12/8/2020, 06:45:00,163,163
6024,12/8/2020, 07:00:00,152,152
6025,12/8/2020, 07:15:00,241,241
6026,12/8/2020, 07:30:00,356,356
6027,12/8/2020, 07:45:00,572,572
6028,12/8/2020, 08:00:00,1010,1010
6029,12/8/2020, 08:15:00,1233,1233
6030,12/8/2020, 08:30:00,984,984
6031,12/8/2020, 08:45:00,806,806
6032,12/8/2020, 09:00:00,1226,1226
6033,12/8/2020, 09:15:00,1390,1390
6034,12/8/2020, 09:30:00,1290,1290
6035,12/8/2020, 09:45:00,2086,2086
6036,12/8/2020, 10:00:00,2904,2904
6037,12/8/2020, 10:15:00,4007,4007
6038,12/8/2020, 10:30:00,4012,4012
6039,12/8/2020, 10:45:00,3848,3848
6040,12/8/2020, 11:00:00,3213,3213
6041,12/8/2020, 11:15:00,3874,3874
6042,12/8/2020, 11:30:00,5531,5531
6043,12/8/2020, 11:45:00,7053,7053
6044,12/8/2020, 12:00:00,12513,12513
6045,12/8/2020, 12:15:00,7256,7256
6046,12/8/2020, 12:30:00,9834,9834
6047,12/8/2020, 12:45:00,12520,12520
6048,12/8/2020, 13:00:00,6458,6458
6049,12/8/2020, 13:15:00,11962,11962
6050,12/8/2020, 13:30:00,9975,9975
6051,12/8/2020, 13:45:00,9071,9071
6052,12/8/2020, 14:00:00,7307,7307
6053,12/8/2020, 14:15:00,3660,3660
6054,12/8/2020, 14:30:00,10552,10552
6055,12/8/2020, 14:45:00,7407,7407
6056,12/8/2020, 15:00:00,6997,6997
6057,12/8/2020, 15:15:00,11954,11954
6058,12/8/2020, 15:30:00,5483,5483
6059,12/8/2020, 15:45:00,7075,7075
6060,12/8/2020, 16:00:00,5936,5936
6061,12/8/2020, 16:15:00,4484,4484
6062,12/8/2020, 16:30:00,7572,7572
6063,12/8/2020, 16:45:00,2070,2070
6064,12/8/2020, 17:00:00,1256,1256
6065,12/8/2020, 17:15:00,873,873
6066,12/8/2020, 17:30:00,732,732
6067,12/8/2020, 17:45:00,1266,1266
6068,12/8/2020, 18:00:00,2020,2020
6069,12/8/2020, 18:15:00,3247,3247
6070,12/8/2020, 18:30:00,4161,4161
6071,12/8/2020, 18:45:00,4135,4135
6072,12/8/2020, 19:00:00,3932,3932
6073,12/8/2020, 19:15:00,3752,3752
6074,12/8/2020, 19:30:00,2388,2388
6075,12/8/2020, 19:45:00,1276,1276
6076,12/8/2020, 20:00:00,976,976
6077,12/8/2020, 20:15:00,692,692
6078,12/8/2020, 20:30:00,549,549
6079,12/8/2020, 20:45:00,497,497
6080,12/8/2020, 21:00:00,549,549
6081,12/8/2020, 21:15:00,497,497
6082,12/8/2020, 21:30:00,421,421
6083,12/8/2020, 21:45:00,251,251
6084,12/8/2020, 22:00:00,133,133
6085,12/8/2020, 22:15:00,79,79
6086,12/8/2020, 22:30:00,40,40
6087,12/8/2020, 22:45:00,16,16
6088,12/8/2020, 23:00:00,4,4
6089,12/8/2020, 23:15:00,1,1
6090,12/8/2020, 23:30:00,0,0
6091,12/8/2020, 23:45:00,0,0
6092,12/8/2020, 24:00:00,0,0
6093,13/08/2020 , 00:15:00,0,0
6094,13/08/2020 , 00:30:00,0,0
6095,13/08/2020 , 00:45:00,0,0
6096,13/08/2020 , 01:00:00,0,0
6097,13/08/2020 , 01:15:00,0,0
6098,13/08/2020 , 01:30:00,0,0
6099,13/08/2020 , 01:45:00,0,0
6100,13/08/2020 , 02:00:00,0,0
6101,13/08/2020 , 02:15:00,0,0
6102,13/08/2020 , 02:30:00,0,0
6103,13/08/2020 , 02:45:00,0,0
6104,13/08/2020 , 03:00:00,0,0
6105,13/08/2020 , 03:15:00,0,0
6106,13/08/2020 , 03:30:00,0,0
6107,13/08/2020 , 03:45:00,0,0
6108,13/08/2020 , 04:00:00,0,0
6109,13/08/2020 , 04:15:00,0,0
6110,13/08/2020 , 04:30:00,0,0
6111,13/08/2020 , 04:45:00,0,0
6112,13/08/2020 , 05:00:00,6,6
6113,13/08/2020 , 05:15:00,19,19
6114,13/08/2020 , 05:30:00,47,47
6115,13/08/2020 , 05:45:00,105,105
6116,13/08/2020 , 06:00:00,227,227
6117,13/08/2020 , 06:15:00,407,407
6118,13/08/2020 , 06:30:00,669,669
6119,13/08/2020 , 06:45:00,1159,1159
6120,13/08/2020 , 07:00:00,1425,1425
6121,13/08/2020 , 07:15:00,1228,1228
6122,13/08/2020 , 07:30:00,1394,1394
6123,13/08/2020 , 07:45:00,1834,1834
6124,13/08/2020 , 08:00:00,2108,2108
6125,13/08/2020 , 08:15:00,2574,2574
6126,13/08/2020 , 08:30:00,2790,2790
6127,13/08/2020 , 08:45:00,3078,3078
6128,13/08/2020 , 09:00:00,3540,3540
6129,13/08/2020 , 09:15:00,3555,3555
6130,13/08/2020 , 09:30:00,3928,3928
6131,13/08/2020 , 09:45:00,3922,3922
6132,13/08/2020 , 10:00:00,4442,4442
6133,13/08/2020 , 10:15:00,6244,6244
6134,13/08/2020 , 10:30:00,6685,6685
6135,13/08/2020 , 10:45:00,6401,6401
6136,13/08/2020 , 11:00:00,6946,6946
6137,13/08/2020 , 11:15:00,6326,6326
6138,13/08/2020 , 11:30:00,7224,7224
6139,13/08/2020 , 11:45:00,10868,10868
6140,13/08/2020 , 12:00:00,6895,6895
6141,13/08/2020 , 12:15:00,4958,4958
6142,13/08/2020 , 12:30:00,4249,4249
6143,13/08/2020 , 12:45:00,23678,23678
6144,13/08/2020 , 13:00:00,7543,7543
6145,13/08/2020 , 13:15:00,17781,17781
6146,13/08/2020 , 13:30:00,15001,15001
6147,13/08/2020 , 13:45:00,21181,21181
6148,13/08/2020 , 14:00:00,32138,32138
6149,13/08/2020 , 14:15:00,32157,32157
6150,13/08/2020 , 14:30:00,31337,31337
6151,13/08/2020 , 14:45:00,14460,14460
6152,13/08/2020 , 15:00:00,19884,19884
6153,13/08/2020 , 15:15:00,18213,18213
6154,13/08/2020 , 15:30:00,5837,5837
6155,13/08/2020 , 15:45:00,3238,3238
6156,13/08/2020 , 16:00:00,3791,3791
6157,13/08/2020 , 16:15:00,5074,5074
6158,13/08/2020 , 16:30:00,8819,8819
6159,13/08/2020 , 16:45:00,4052,4052
6160,13/08/2020 , 17:00:00,2251,2251
6161,13/08/2020 , 17:15:00,2462,2462
6162,13/08/2020 , 17:30:00,4139,4139
6163,13/08/2020 , 17:45:00,5022,5022
6164,13/08/2020 , 18:00:00,3002,3002
6165,13/08/2020 , 18:15:00,2117,2117
6166,13/08/2020 , 18:30:00,1803,1803
6167,13/08/2020 , 18:45:00,1531,1531
6168,13/08/2020 , 19:00:00,1224,1224
6169,13/08/2020 , 19:15:00,1176,1176
6170,13/08/2020 , 19:30:00,1106,1106
6171,13/08/2020 , 19:45:00,1165,1165
6172,13/08/2020 , 20:00:00,1272,1272
6173,13/08/2020 , 20:15:00,1111,1111
6174,13/08/2020 , 20:30:00,972,972
6175,13/08/2020 , 20:45:00,850,850
6176,13/08/2020 , 21:00:00,710,710
6177,13/08/2020 , 21:15:00,568,568
6178,13/08/2020 , 21:30:00,433,433
6179,13/08/2020 , 21:45:00,321,321
6180,13/08/2020 , 22:00:00,210,210
6181,13/08/2020 , 22:15:00,98,98
6182,13/08/2020 , 22:30:00,42,42
6183,13/08/2020 , 22:45:00,15,15
6184,13/08/2020 , 23:00:00,4,4
6185,13/08/2020 , 23:15:00,1,1
6186,13/08/2020 , 23:30:00,0,0
6187,13/08/2020 , 23:45:00,0,0
6188,13/08/2020 , 24:00:00,0,0
6189,14/08/2020 , 00:15:00,0,0
6190,14/08/2020 , 00:30:00,0,0
6191,14/08/2020 , 00:45:00,0,0
6192,14/08/2020 , 01:00:00,0,0
6193,14/08/2020 , 01:15:00,0,0
6194,14/08/2020 , 01:30:00,0,0
6195,14/08/2020 , 01:45:00,0,0
6196,14/08/2020 , 02:00:00,0,0
6197,14/08/2020 , 02:15:00,0,0
6198,14/08/2020 , 02:30:00,0,0
6199,14/08/2020 , 02:45:00,0,0
6200,14/08/2020 , 03:00:00,0,0
6201,14/08/2020 , 03:15:00,0,0
6202,14/08/2020 , 03:30:00,0,0
6203,14/08/2020 , 03:45:00,0,0
6204,14/08/2020 , 04:00:00,0,0
6205,14/08/2020 , 04:15:00,0,0
6206,14/08/2020 , 04:30:00,0,0
6207,14/08/2020 , 04:45:00,0,0
6208,14/08/2020 , 05:00:00,4,4
6209,14/08/2020 , 05:15:00,17,17
6210,14/08/2020 , 05:30:00,49,49
6211,14/08/2020 , 05:45:00,114,114
6212,14/08/2020 , 06:00:00,215,215
6213,14/08/2020 , 06:15:00,353,353
6214,14/08/2020 , 06:30:00,517,517
6215,14/08/2020 , 06:45:00,829,829
6216,14/08/2020 , 07:00:00,1010,1010
6217,14/08/2020 , 07:15:00,1222,1222
6218,14/08/2020 , 07:30:00,1414,1414
6219,14/08/2020 , 07:45:00,1629,1629
6220,14/08/2020 , 08:00:00,2072,2072
6221,14/08/2020 , 08:15:00,2521,2521
6222,14/08/2020 , 08:30:00,2974,2974
6223,14/08/2020 , 08:45:00,3219,3219
6224,14/08/2020 , 09:00:00,3677,3677
6225,14/08/2020 , 09:15:00,3593,3593
6226,14/08/2020 , 09:30:00,2658,2658
6227,14/08/2020 , 09:45:00,2212,2212
6228,14/08/2020 , 10:00:00,2329,2329
6229,14/08/2020 , 10:15:00,2396,2396
6230,14/08/2020 , 10:30:00,2711,2711
6231,14/08/2020 , 10:45:00,2925,2925
6232,14/08/2020 , 11:00:00,3472,3472
6233,14/08/2020 , 11:15:00,3428,3428
6234,14/08/2020 , 11:30:00,5072,5072
6235,14/08/2020 , 11:45:00,9632,9632
6236,14/08/2020 , 12:00:00,9436,9436
6237,14/08/2020 , 12:15:00,8204,8204
6238,14/08/2020 , 12:30:00,5394,5394
6239,14/08/2020 , 12:45:00,24087,24087
6240,14/08/2020 , 13:00:00,12395,12395
6241,14/08/2020 , 13:15:00,20407,20407
6242,14/08/2020 , 13:30:00,15160,15160
6243,14/08/2020 , 13:45:00,19976,19976
6244,14/08/2020 , 14:00:00,32208,32208
6245,14/08/2020 , 14:15:00,31472,31472
6246,14/08/2020 , 14:30:00,25870,25870
6247,14/08/2020 , 14:45:00,9992,9992
6248,14/08/2020 , 15:00:00,14443,14443
6249,14/08/2020 , 15:15:00,11791,11791
6250,14/08/2020 , 15:30:00,6017,6017
6251,14/08/2020 , 15:45:00,4920,4920
6252,14/08/2020 , 16:00:00,4762,4762
6253,14/08/2020 , 16:15:00,3913,3913
6254,14/08/2020 , 16:30:00,4572,4572
6255,14/08/2020 , 16:45:00,3202,3202
6256,14/08/2020 , 17:00:00,4037,4037
6257,14/08/2020 , 17:15:00,3108,3108
6258,14/08/2020 , 17:30:00,3571,3571
6259,14/08/2020 , 17:45:00,3238,3238
6260,14/08/2020 , 18:00:00,2353,2353
6261,14/08/2020 , 18:15:00,2232,2232
6262,14/08/2020 , 18:30:00,2060,2060
6263,14/08/2020 , 18:45:00,2059,2059
6264,14/08/2020 , 19:00:00,2146,2146
6265,14/08/2020 , 19:15:00,2086,2086
6266,14/08/2020 , 19:30:00,1876,1876
6267,14/08/2020 , 19:45:00,1559,1559
6268,14/08/2020 , 20:00:00,1268,1268
6269,14/08/2020 , 20:15:00,999,999
6270,14/08/2020 , 20:30:00,1023,1023
6271,14/08/2020 , 20:45:00,890,890
6272,14/08/2020 , 21:00:00,799,799
6273,14/08/2020 , 21:15:00,756,756
6274,14/08/2020 , 21:30:00,530,530
6275,14/08/2020 , 21:45:00,415,415
6276,14/08/2020 , 22:00:00,296,296
6277,14/08/2020 , 22:15:00,151,151
6278,14/08/2020 , 22:30:00,63,63
6279,14/08/2020 , 22:45:00,14,14
6280,14/08/2020 , 23:00:00,4,4
6281,14/08/2020 , 23:15:00,0,0
6282,14/08/2020 , 23:30:00,0,0
6283,14/08/2020 , 23:45:00,0,0
6284,14/08/2020 , 24:00:00,0,0
6285,15/08/2020 , 00:15:00,0,0
6286,15/08/2020 , 00:30:00,0,0
6287,15/08/2020 , 00:45:00,0,0
6288,15/08/2020 , 01:00:00,0,0
6289,15/08/2020 , 01:15:00,0,0
6290,15/08/2020 , 01:30:00,0,0
6291,15/08/2020 , 01:45:00,0,0
6292,15/08/2020 , 02:00:00,0,0
6293,15/08/2020 , 02:15:00,0,0
6294,15/08/2020 , 02:30:00,0,0
6295,15/08/2020 , 02:45:00,0,0
6296,15/08/2020 , 03:00:00,0,0
6297,15/08/2020 , 03:15:00,0,0
6298,15/08/2020 , 03:30:00,0,0
6299,15/08/2020 , 03:45:00,0,0
6300,15/08/2020 , 04:00:00,0,0
6301,15/08/2020 , 04:15:00,0,0
6302,15/08/2020 , 04:30:00,0,0
6303,15/08/2020 , 04:45:00,0,0
6304,15/08/2020 , 05:00:00,3,3
6305,15/08/2020 , 05:15:00,12,12
6306,15/08/2020 , 05:30:00,33,33
6307,15/08/2020 , 05:45:00,55,55
6308,15/08/2020 , 06:00:00,96,96
6309,15/08/2020 , 06:15:00,170,170
6310,15/08/2020 , 06:30:00,231,231
6311,15/08/2020 , 06:45:00,340,340
6312,15/08/2020 , 07:00:00,442,442
6313,15/08/2020 , 07:15:00,699,699
6314,15/08/2020 , 07:30:00,926,926
6315,15/08/2020 , 07:45:00,1487,1487
6316,15/08/2020 , 08:00:00,1672,1672
6317,15/08/2020 , 08:15:00,1896,1896
6318,15/08/2020 , 08:30:00,2107,2107
6319,15/08/2020 , 08:45:00,2255,2255
6320,15/08/2020 , 09:00:00,2846,2846
6321,15/08/2020 , 09:15:00,3559,3559
6322,15/08/2020 , 09:30:00,3698,3698
6323,15/08/2020 , 09:45:00,4630,4630
6324,15/08/2020 , 10:00:00,5093,5093
6325,15/08/2020 , 10:15:00,5748,5748
6326,15/08/2020 , 10:30:00,6723,6723
6327,15/08/2020 , 10:45:00,4469,4469
6328,15/08/2020 , 11:00:00,3907,3907
6329,15/08/2020 , 11:15:00,4286,4286
6330,15/08/2020 , 11:30:00,6488,6488
6331,15/08/2020 , 11:45:00,6756,6756
6332,15/08/2020 , 12:00:00,8955,8955
6333,15/08/2020 , 12:15:00,8508,8508
6334,15/08/2020 , 12:30:00,8767,8767
6335,15/08/2020 , 12:45:00,16638,16638
6336,15/08/2020 , 13:00:00,13157,13157
6337,15/08/2020 , 13:15:00,17172,17172
6338,15/08/2020 , 13:30:00,17623,17623
6339,15/08/2020 , 13:45:00,19143,19143
6340,15/08/2020 , 14:00:00,22316,22316
6341,15/08/2020 , 14:15:00,11511,11511
6342,15/08/2020 , 14:30:00,23681,23681
6343,15/08/2020 , 14:45:00,14576,14576
6344,15/08/2020 , 15:00:00,11210,11210
6345,15/08/2020 , 15:15:00,4696,4696
6346,15/08/2020 , 15:30:00,7318,7318
6347,15/08/2020 , 15:45:00,5104,5104
6348,15/08/2020 , 16:00:00,7457,7457
6349,15/08/2020 , 16:15:00,2945,2945
6350,15/08/2020 , 16:30:00,2921,2921
