Site Name ,MOOS,,,
Site Number ,4,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11617,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
3931,21/07/2020 , 11:45:00,2354,2354
3932,21/07/2020 , 12:00:00,2777,2777
3933,21/07/2020 , 12:15:00,3311,3311
3934,21/07/2020 , 12:30:00,2527,2527
3935,21/07/2020 , 12:45:00,3902,3902
3936,21/07/2020 , 13:00:00,3376,3376
3937,21/07/2020 , 13:15:00,3807,3807
3938,21/07/2020 , 13:30:00,2876,2876
3939,21/07/2020 , 13:45:00,2595,2595
3940,21/07/2020 , 14:00:00,2551,2551
3941,21/07/2020 , 14:15:00,3339,3339
3942,21/07/2020 , 14:30:00,4711,4711
3943,21/07/2020 , 14:45:00,3463,3463
3944,21/07/2020 , 15:00:00,2796,2796
3945,21/07/2020 , 15:15:00,4120,4120
3946,21/07/2020 , 15:30:00,4965,4965
3947,21/07/2020 , 15:45:00,4094,4094
3948,21/07/2020 , 16:00:00,2929,2929
3949,21/07/2020 , 16:15:00,1580,1580
3950,21/07/2020 , 16:30:00,1674,1674
3951,21/07/2020 , 16:45:00,2267,2267
3952,21/07/2020 , 17:00:00,3155,3155
3953,21/07/2020 , 17:15:00,2802,2802
3954,21/07/2020 , 17:30:00,2099,2099
3955,21/07/2020 , 17:45:00,2317,2317
3956,21/07/2020 , 18:00:00,2391,2391
3957,21/07/2020 , 18:15:00,1774,1774
3958,21/07/2020 , 18:30:00,1524,1524
3959,21/07/2020 , 18:45:00,946,946
3960,21/07/2020 , 19:00:00,705,705
3961,21/07/2020 , 19:15:00,906,906
3962,21/07/2020 , 19:30:00,728,728
3963,21/07/2020 , 19:45:00,718,718
3964,21/07/2020 , 20:00:00,773,773
3965,21/07/2020 , 20:15:00,1216,1216
3966,21/07/2020 , 20:30:00,1136,1136
3967,21/07/2020 , 20:45:00,788,788
3968,21/07/2020 , 21:00:00,732,732
3969,21/07/2020 , 21:15:00,787,787
3970,21/07/2020 , 21:30:00,697,697
3971,21/07/2020 , 21:45:00,521,521
3972,21/07/2020 , 22:00:00,666,666
3973,21/07/2020 , 22:15:00,484,484
3974,21/07/2020 , 22:30:00,231,231
3975,21/07/2020 , 22:45:00,145,145
3976,21/07/2020 , 23:00:00,92,92
3977,21/07/2020 , 23:15:00,67,67
3978,21/07/2020 , 23:30:00,44,44
3979,21/07/2020 , 23:45:00,20,20
3980,21/07/2020 , 24:00:00,10,10
3981,22/07/2020 , 00:15:00,7,7
3982,22/07/2020 , 00:30:00,4,4
3983,22/07/2020 , 00:45:00,1,1
3984,22/07/2020 , 01:00:00,1,1
3985,22/07/2020 , 01:15:00,0,0
3986,22/07/2020 , 01:30:00,0,0
3987,22/07/2020 , 01:45:00,0,0
3988,22/07/2020 , 02:00:00,0,0
3989,22/07/2020 , 02:15:00,0,0
3990,22/07/2020 , 02:30:00,0,0
3991,22/07/2020 , 02:45:00,0,0
3992,22/07/2020 , 03:00:00,0,0
3993,22/07/2020 , 03:15:00,0,0
3994,22/07/2020 , 03:30:00,2,2
3995,22/07/2020 , 03:45:00,4,4
3996,22/07/2020 , 04:00:00,7,7
3997,22/07/2020 , 04:15:00,17,17
3998,22/07/2020 , 04:30:00,47,47
3999,22/07/2020 , 04:45:00,116,116
4000,22/07/2020 , 05:00:00,117,117
4001,22/07/2020 , 05:15:00,169,169
4002,22/07/2020 , 05:30:00,211,211
4003,22/07/2020 , 05:45:00,237,237
4004,22/07/2020 , 06:00:00,483,483
4005,22/07/2020 , 06:15:00,774,774
4006,22/07/2020 , 06:30:00,1334,1334
4007,22/07/2020 , 06:45:00,1442,1442
4008,22/07/2020 , 07:00:00,1852,1852
4009,22/07/2020 , 07:15:00,1717,1717
4010,22/07/2020 , 07:30:00,1736,1736
4011,22/07/2020 , 07:45:00,1507,1507
4012,22/07/2020 , 08:00:00,1692,1692
4013,22/07/2020 , 08:15:00,2001,2001
4014,22/07/2020 , 08:30:00,2698,2698
4015,22/07/2020 , 08:45:00,1775,1775
4016,22/07/2020 , 09:00:00,2142,2142
4017,22/07/2020 , 09:15:00,2406,2406
4018,22/07/2020 , 09:30:00,3241,3241
4019,22/07/2020 , 09:45:00,2979,2979
4020,22/07/2020 , 10:00:00,3938,3938
4021,22/07/2020 , 10:15:00,4040,4040
4022,22/07/2020 , 10:30:00,4913,4913
4023,22/07/2020 , 10:45:00,5334,5334
4024,22/07/2020 , 11:00:00,4690,4690
4025,22/07/2020 , 11:15:00,3305,3305
4026,22/07/2020 , 11:30:00,2926,2926
4027,22/07/2020 , 11:45:00,5599,5599
4028,22/07/2020 , 12:00:00,5707,5707
4029,22/07/2020 , 12:15:00,6381,6381
4030,22/07/2020 , 12:30:00,5702,5702
4031,22/07/2020 , 12:45:00,19802,19802
4032,22/07/2020 , 13:00:00,16580,16580
4033,22/07/2020 , 13:15:00,18004,18004
4034,22/07/2020 , 13:30:00,3337,3337
4035,22/07/2020 , 13:45:00,19812,19812
4036,22/07/2020 , 14:00:00,32347,32347
4037,22/07/2020 , 14:15:00,3755,3755
4038,22/07/2020 , 14:30:00,4540,4540
4039,22/07/2020 , 14:45:00,3154,3154
4040,22/07/2020 , 15:00:00,15231,15231
4041,22/07/2020 , 15:15:00,15704,15704
4042,22/07/2020 , 15:30:00,2724,2724
4043,22/07/2020 , 15:45:00,3624,3624
4044,22/07/2020 , 16:00:00,3956,3956
4045,22/07/2020 , 16:15:00,2933,2933
4046,22/07/2020 , 16:30:00,2124,2124
4047,22/07/2020 , 16:45:00,3353,3353
4048,22/07/2020 , 17:00:00,5027,5027
4049,22/07/2020 , 17:15:00,4751,4751
4050,22/07/2020 , 17:30:00,6110,6110
4051,22/07/2020 , 17:45:00,4712,4712
4052,22/07/2020 , 18:00:00,3017,3017
4053,22/07/2020 , 18:15:00,1959,1959
4054,22/07/2020 , 18:30:00,1694,1694
4055,22/07/2020 , 18:45:00,1601,1601
4056,22/07/2020 , 19:00:00,1492,1492
4057,22/07/2020 , 19:15:00,1342,1342
4058,22/07/2020 , 19:30:00,1189,1189
4059,22/07/2020 , 19:45:00,915,915
4060,22/07/2020 , 20:00:00,970,970
4061,22/07/2020 , 20:15:00,1281,1281
4062,22/07/2020 , 20:30:00,1356,1356
4063,22/07/2020 , 20:45:00,1099,1099
4064,22/07/2020 , 21:00:00,1328,1328
4065,22/07/2020 , 21:15:00,1151,1151
4066,22/07/2020 , 21:30:00,850,850
4067,22/07/2020 , 21:45:00,720,720
4068,22/07/2020 , 22:00:00,621,621
4069,22/07/2020 , 22:15:00,522,522
4070,22/07/2020 , 22:30:00,440,440
4071,22/07/2020 , 22:45:00,298,298
4072,22/07/2020 , 23:00:00,204,204
4073,22/07/2020 , 23:15:00,171,171
4074,22/07/2020 , 23:30:00,106,106
4075,22/07/2020 , 23:45:00,54,54
4076,22/07/2020 , 24:00:00,28,28
4077,23/07/2020 , 00:15:00,15,15
4078,23/07/2020 , 00:30:00,7,7
4079,23/07/2020 , 00:45:00,4,4
4080,23/07/2020 , 01:00:00,2,2
4081,23/07/2020 , 01:15:00,1,1
4082,23/07/2020 , 01:30:00,0,0
4083,23/07/2020 , 01:45:00,0,0
4084,23/07/2020 , 02:00:00,1,1
4085,23/07/2020 , 02:15:00,0,0
4086,23/07/2020 , 02:30:00,0,0
4087,23/07/2020 , 02:45:00,1,1
4088,23/07/2020 , 03:00:00,2,2
4089,23/07/2020 , 03:15:00,4,4
4090,23/07/2020 , 03:30:00,7,7
4091,23/07/2020 , 03:45:00,15,15
4092,23/07/2020 , 04:00:00,29,29
4093,23/07/2020 , 04:15:00,40,40
4094,23/07/2020 , 04:30:00,61,61
4095,23/07/2020 , 04:45:00,88,88
4096,23/07/2020 , 05:00:00,141,141
4097,23/07/2020 , 05:15:00,196,196
4098,23/07/2020 , 05:30:00,303,303
4099,23/07/2020 , 05:45:00,556,556
4100,23/07/2020 , 06:00:00,677,677
4101,23/07/2020 , 06:15:00,913,913
4102,23/07/2020 , 06:30:00,1311,1311
4103,23/07/2020 , 06:45:00,1170,1170
4104,23/07/2020 , 07:00:00,1702,1702
4105,23/07/2020 , 07:15:00,2662,2662
4106,23/07/2020 , 07:30:00,2958,2958
4107,23/07/2020 , 07:45:00,3467,3467
4108,23/07/2020 , 08:00:00,3149,3149
4109,23/07/2020 , 08:15:00,2694,2694
4110,23/07/2020 , 08:30:00,2755,2755
4111,23/07/2020 , 08:45:00,4755,4755
4112,23/07/2020 , 09:00:00,3420,3420
4113,23/07/2020 , 09:15:00,3137,3137
4114,23/07/2020 , 09:30:00,4532,4532
4115,23/07/2020 , 09:45:00,4427,4427
4116,23/07/2020 , 10:00:00,3625,3625
4117,23/07/2020 , 10:15:00,5584,5584
4118,23/07/2020 , 10:30:00,5385,5385
4119,23/07/2020 , 10:45:00,3030,3030
4120,23/07/2020 , 11:00:00,11443,11443
4121,23/07/2020 , 11:15:00,7616,7616
4122,23/07/2020 , 11:30:00,10232,10232
4123,23/07/2020 , 11:45:00,12797,12797
4124,23/07/2020 , 12:00:00,14362,14362
4125,23/07/2020 , 12:15:00,9559,9559
4126,23/07/2020 , 12:30:00,9638,9638
4127,23/07/2020 , 12:45:00,14517,14517
4128,23/07/2020 , 13:00:00,14161,14161
4129,23/07/2020 , 13:15:00,8576,8576
4130,23/07/2020 , 13:30:00,23582,23582
4131,23/07/2020 , 13:45:00,17309,17309
4132,23/07/2020 , 14:00:00,12595,12595
4133,23/07/2020 , 14:15:00,33722,33722
4134,23/07/2020 , 14:30:00,9630,9630
4135,23/07/2020 , 14:45:00,16236,16236
4136,23/07/2020 , 15:00:00,26691,26691
4137,23/07/2020 , 15:15:00,32455,32455
4138,23/07/2020 , 15:30:00,14349,14349
4139,23/07/2020 , 15:45:00,8269,8269
4140,23/07/2020 , 16:00:00,8149,8149
4141,23/07/2020 , 16:15:00,4819,4819
4142,23/07/2020 , 16:30:00,3757,3757
4143,23/07/2020 , 16:45:00,3247,3247
4144,23/07/2020 , 17:00:00,3075,3075
4145,23/07/2020 , 17:15:00,4140,4140
4146,23/07/2020 , 17:30:00,4980,4980
4147,23/07/2020 , 17:45:00,5727,5727
4148,23/07/2020 , 18:00:00,3053,3053
4149,23/07/2020 , 18:15:00,3564,3564
4150,23/07/2020 , 18:30:00,4775,4775
4151,23/07/2020 , 18:45:00,3439,3439
4152,23/07/2020 , 19:00:00,3076,3076
4153,23/07/2020 , 19:15:00,3168,3168
4154,23/07/2020 , 19:30:00,3998,3998
4155,23/07/2020 , 19:45:00,3892,3892
4156,23/07/2020 , 20:00:00,2751,2751
4157,23/07/2020 , 20:15:00,2647,2647
4158,23/07/2020 , 20:30:00,1547,1547
4159,23/07/2020 , 20:45:00,1310,1310
4160,23/07/2020 , 21:00:00,697,697
4161,23/07/2020 , 21:15:00,1088,1088
4162,23/07/2020 , 21:30:00,1000,1000
4163,23/07/2020 , 21:45:00,654,654
4164,23/07/2020 , 22:00:00,626,626
4165,23/07/2020 , 22:15:00,506,506
4166,23/07/2020 , 22:30:00,339,339
4167,23/07/2020 , 22:45:00,240,240
4168,23/07/2020 , 23:00:00,194,194
4169,23/07/2020 , 23:15:00,100,100
4170,23/07/2020 , 23:30:00,54,54
4171,23/07/2020 , 23:45:00,27,27
4172,23/07/2020 , 24:00:00,11,11
4173,24/07/2020 , 00:15:00,7,7
4174,24/07/2020 , 00:30:00,5,5
4175,24/07/2020 , 00:45:00,3,3
4176,24/07/2020 , 01:00:00,1,1
4177,24/07/2020 , 01:15:00,0,0
4178,24/07/2020 , 01:30:00,0,0
4179,24/07/2020 , 01:45:00,0,0
4180,24/07/2020 , 02:00:00,0,0
4181,24/07/2020 , 02:15:00,0,0
4182,24/07/2020 , 02:30:00,0,0
4183,24/07/2020 , 02:45:00,0,0
4184,24/07/2020 , 03:00:00,1,1
4185,24/07/2020 , 03:15:00,2,2
4186,24/07/2020 , 03:30:00,4,4
4187,24/07/2020 , 03:45:00,8,8
4188,24/07/2020 , 04:00:00,18,18
4189,24/07/2020 , 04:15:00,33,33
4190,24/07/2020 , 04:30:00,64,64
4191,24/07/2020 , 04:45:00,110,110
4192,24/07/2020 , 05:00:00,195,195
4193,24/07/2020 , 05:15:00,328,328
4194,24/07/2020 , 05:30:00,510,510
4195,24/07/2020 , 05:45:00,717,717
4196,24/07/2020 , 06:00:00,632,632
4197,24/07/2020 , 06:15:00,722,722
4198,24/07/2020 , 06:30:00,957,957
4199,24/07/2020 , 06:45:00,1153,1153
4200,24/07/2020 , 07:00:00,1205,1205
4201,24/07/2020 , 07:15:00,1210,1210
4202,24/07/2020 , 07:30:00,1522,1522
4203,24/07/2020 , 07:45:00,1700,1700
4204,24/07/2020 , 08:00:00,2981,2981
4205,24/07/2020 , 08:15:00,3101,3101
4206,24/07/2020 , 08:30:00,3238,3238
4207,24/07/2020 , 08:45:00,4119,4119
4208,24/07/2020 , 09:00:00,4322,4322
4209,24/07/2020 , 09:15:00,3461,3461
4210,24/07/2020 , 09:30:00,4014,4014
4211,24/07/2020 , 09:45:00,3913,3913
4212,24/07/2020 , 10:00:00,3358,3358
4213,24/07/2020 , 10:15:00,4333,4333
4214,24/07/2020 , 10:30:00,4422,4422
4215,24/07/2020 , 10:45:00,5319,5319
4216,24/07/2020 , 11:00:00,9136,9136
4217,24/07/2020 , 11:15:00,7946,7946
4218,24/07/2020 , 11:30:00,5458,5458
4219,24/07/2020 , 11:45:00,5093,5093
4220,24/07/2020 , 12:00:00,3327,3327
4221,24/07/2020 , 12:15:00,4566,4566
4222,24/07/2020 , 12:30:00,3598,3598
4223,24/07/2020 , 12:45:00,2452,2452
4224,24/07/2020 , 13:00:00,2572,2572
4225,24/07/2020 , 13:15:00,1493,1493
4226,24/07/2020 , 13:30:00,2181,2181
4227,24/07/2020 , 13:45:00,2877,2877
4228,24/07/2020 , 14:00:00,2186,2186
4229,24/07/2020 , 14:15:00,2210,2210
4230,24/07/2020 , 14:30:00,2211,2211
4231,24/07/2020 , 14:45:00,1316,1316
4232,24/07/2020 , 15:00:00,4203,4203
4233,24/07/2020 , 15:15:00,4758,4758
4234,24/07/2020 , 15:30:00,7392,7392
4235,24/07/2020 , 15:45:00,7184,7184
4236,24/07/2020 , 16:00:00,6708,6708
4237,24/07/2020 , 16:15:00,6310,6310
4238,24/07/2020 , 16:30:00,5752,5752
4239,24/07/2020 , 16:45:00,5848,5848
4240,24/07/2020 , 17:00:00,3178,3178
4241,24/07/2020 , 17:15:00,1629,1629
4242,24/07/2020 , 17:30:00,1921,1921
4243,24/07/2020 , 17:45:00,2468,2468
4244,24/07/2020 , 18:00:00,1646,1646
4245,24/07/2020 , 18:15:00,1371,1371
4246,24/07/2020 , 18:30:00,1243,1243
4247,24/07/2020 , 18:45:00,1817,1817
4248,24/07/2020 , 19:00:00,429,429
4249,24/07/2020 , 19:15:00,234,234
4250,24/07/2020 , 19:30:00,345,345
4251,24/07/2020 , 19:45:00,1720,1720
4252,24/07/2020 , 20:00:00,2560,2560
4253,24/07/2020 , 20:15:00,2827,2827
4254,24/07/2020 , 20:30:00,2488,2488
4255,24/07/2020 , 20:45:00,1681,1681
4256,24/07/2020 , 21:00:00,1167,1167
4257,24/07/2020 , 21:15:00,898,898
4258,24/07/2020 , 21:30:00,1012,1012
4259,24/07/2020 , 21:45:00,815,815
4260,24/07/2020 , 22:00:00,572,572
4261,24/07/2020 , 22:15:00,505,505
4262,24/07/2020 , 22:30:00,304,304
4263,24/07/2020 , 22:45:00,198,198
4264,24/07/2020 , 23:00:00,131,131
4265,24/07/2020 , 23:15:00,86,86
4266,24/07/2020 , 23:30:00,53,53
4267,24/07/2020 , 23:45:00,32,32
4268,24/07/2020 , 24:00:00,17,17
4269,25/07/2020 , 00:15:00,9,9
4270,25/07/2020 , 00:30:00,4,4
4271,25/07/2020 , 00:45:00,2,2
4272,25/07/2020 , 01:00:00,0,0
4273,25/07/2020 , 01:15:00,1,1
4274,25/07/2020 , 01:30:00,0,0
4275,25/07/2020 , 01:45:00,0,0
4276,25/07/2020 , 02:00:00,0,0
4277,25/07/2020 , 02:15:00,0,0
4278,25/07/2020 , 02:30:00,0,0
4279,25/07/2020 , 02:45:00,0,0
4280,25/07/2020 , 03:00:00,0,0
4281,25/07/2020 , 03:15:00,2,2
4282,25/07/2020 , 03:30:00,3,3
4283,25/07/2020 , 03:45:00,7,7
4284,25/07/2020 , 04:00:00,15,15
4285,25/07/2020 , 04:15:00,25,25
4286,25/07/2020 , 04:30:00,45,45
4287,25/07/2020 , 04:45:00,61,61
4288,25/07/2020 , 05:00:00,88,88
4289,25/07/2020 , 05:15:00,117,117
4290,25/07/2020 , 05:30:00,233,233
4291,25/07/2020 , 05:45:00,391,391
4292,25/07/2020 , 06:00:00,465,465
4293,25/07/2020 , 06:15:00,592,592
4294,25/07/2020 , 06:30:00,512,512
4295,25/07/2020 , 06:45:00,771,771
4296,25/07/2020 , 07:00:00,987,987
4297,25/07/2020 , 07:15:00,800,800
4298,25/07/2020 , 07:30:00,1094,1094
4299,25/07/2020 , 07:45:00,1658,1658
4300,25/07/2020 , 08:00:00,1520,1520
4301,25/07/2020 , 08:15:00,1500,1500
4302,25/07/2020 , 08:30:00,1242,1242
4303,25/07/2020 , 08:45:00,2231,2231
4304,25/07/2020 , 09:00:00,2025,2025
4305,25/07/2020 , 09:15:00,2606,2606
4306,25/07/2020 , 09:30:00,3743,3743
4307,25/07/2020 , 09:45:00,4822,4822
4308,25/07/2020 , 10:00:00,4552,4552
4309,25/07/2020 , 10:15:00,5472,5472
4310,25/07/2020 , 10:30:00,6118,6118
4311,25/07/2020 , 10:45:00,7533,7533
4312,25/07/2020 , 11:00:00,4477,4477
4313,25/07/2020 , 11:15:00,5338,5338
4314,25/07/2020 , 11:30:00,7035,7035
4315,25/07/2020 , 11:45:00,7856,7856
4316,25/07/2020 , 12:00:00,6396,6396
4317,25/07/2020 , 12:15:00,4450,4450
4318,25/07/2020 , 12:30:00,7884,7884
4319,25/07/2020 , 12:45:00,9349,9349
4320,25/07/2020 , 13:00:00,10094,10094
4321,25/07/2020 , 13:15:00,9491,9491
4322,25/07/2020 , 13:30:00,9644,9644
4323,25/07/2020 , 13:45:00,11084,11084
4324,25/07/2020 , 14:00:00,11515,11515
4325,25/07/2020 , 14:15:00,8688,8688
4326,25/07/2020 , 14:30:00,12353,12353
4327,25/07/2020 , 14:45:00,12356,12356
4328,25/07/2020 , 15:00:00,26835,26835
4329,25/07/2020 , 15:15:00,17348,17348
4330,25/07/2020 , 15:30:00,7328,7328
4331,25/07/2020 , 15:45:00,6507,6507
4332,25/07/2020 , 16:00:00,7990,7990
4333,25/07/2020 , 16:15:00,5896,5896
4334,25/07/2020 , 16:30:00,5408,5408
4335,25/07/2020 , 16:45:00,8130,8130
4336,25/07/2020 , 17:00:00,7454,7454
4337,25/07/2020 , 17:15:00,5560,5560
4338,25/07/2020 , 17:30:00,5192,5192
4339,25/07/2020 , 17:45:00,5010,5010
4340,25/07/2020 , 18:00:00,4726,4726
4341,25/07/2020 , 18:15:00,4735,4735
4342,25/07/2020 , 18:30:00,4008,4008
4343,25/07/2020 , 18:45:00,3910,3910
4344,25/07/2020 , 19:00:00,3906,3906
4345,25/07/2020 , 19:15:00,4187,4187
4346,25/07/2020 , 19:30:00,3777,3777
4347,25/07/2020 , 19:45:00,3662,3662
4348,25/07/2020 , 20:00:00,3595,3595
4349,25/07/2020 , 20:15:00,3625,3625
4350,25/07/2020 , 20:30:00,2931,2931
4351,25/07/2020 , 20:45:00,2589,2589
4352,25/07/2020 , 21:00:00,2419,2419
4353,25/07/2020 , 21:15:00,1922,1922
4354,25/07/2020 , 21:30:00,1604,1604
4355,25/07/2020 , 21:45:00,1330,1330
4356,25/07/2020 , 22:00:00,951,951
4357,25/07/2020 , 22:15:00,593,593
4358,25/07/2020 , 22:30:00,288,288
4359,25/07/2020 , 22:45:00,194,194
4360,25/07/2020 , 23:00:00,129,129
4361,25/07/2020 , 23:15:00,92,92
4362,25/07/2020 , 23:30:00,59,59
4363,25/07/2020 , 23:45:00,34,34
4364,25/07/2020 , 24:00:00,19,19
4365,26/07/2020 , 00:15:00,9,9
4366,26/07/2020 , 00:30:00,4,4
4367,26/07/2020 , 00:45:00,2,2
4368,26/07/2020 , 01:00:00,1,1
4369,26/07/2020 , 01:15:00,0,0
4370,26/07/2020 , 01:30:00,0,0
4371,26/07/2020 , 01:45:00,0,0
4372,26/07/2020 , 02:00:00,0,0
4373,26/07/2020 , 02:15:00,0,0
4374,26/07/2020 , 02:30:00,0,0
4375,26/07/2020 , 02:45:00,1,1
4376,26/07/2020 , 03:00:00,1,1
4377,26/07/2020 , 03:15:00,1,1
4378,26/07/2020 , 03:30:00,4,4
4379,26/07/2020 , 03:45:00,8,8
4380,26/07/2020 , 04:00:00,15,15
4381,26/07/2020 , 04:15:00,30,30
4382,26/07/2020 , 04:30:00,59,59
4383,26/07/2020 , 04:45:00,121,121
4384,26/07/2020 , 05:00:00,246,246
4385,26/07/2020 , 05:15:00,439,439
4386,26/07/2020 , 05:30:00,653,653
4387,26/07/2020 , 05:45:00,839,839
4388,26/07/2020 , 06:00:00,975,975
4389,26/07/2020 , 06:15:00,1272,1272
4390,26/07/2020 , 06:30:00,1588,1588
4391,26/07/2020 , 06:45:00,1666,1666
4392,26/07/2020 , 07:00:00,1876,1876
4393,26/07/2020 , 07:15:00,1876,1876
4394,26/07/2020 , 07:30:00,2520,2520
4395,26/07/2020 , 07:45:00,3774,3774
4396,26/07/2020 , 08:00:00,2990,2990
4397,26/07/2020 , 08:15:00,3477,3477
4398,26/07/2020 , 08:30:00,7263,7263
4399,26/07/2020 , 08:45:00,5892,5892
4400,26/07/2020 , 09:00:00,5337,5337
4401,26/07/2020 , 09:15:00,4668,4668
4402,26/07/2020 , 09:30:00,5543,5543
4403,26/07/2020 , 09:45:00,7495,7495
4404,26/07/2020 , 10:00:00,7545,7545
4405,26/07/2020 , 10:15:00,8825,8825
4406,26/07/2020 , 10:30:00,9252,9252
4407,26/07/2020 , 10:45:00,8718,8718
4408,26/07/2020 , 11:00:00,9850,9850
4409,26/07/2020 , 11:15:00,11849,11849
4410,26/07/2020 , 11:30:00,14291,14291
4411,26/07/2020 , 11:45:00,17545,17545
4412,26/07/2020 , 12:00:00,12396,12396
4413,26/07/2020 , 12:15:00,11545,11545
4414,26/07/2020 , 12:30:00,9552,9552
4415,26/07/2020 , 12:45:00,24143,24143
4416,26/07/2020 , 13:00:00,16125,16125
4417,26/07/2020 , 13:15:00,9247,9247
4418,26/07/2020 , 13:30:00,27219,27219
4419,26/07/2020 , 13:45:00,36622,36622
4420,26/07/2020 , 14:00:00,26842,26842
4421,26/07/2020 , 14:15:00,7957,7957
4422,26/07/2020 , 14:30:00,6404,6404
4423,26/07/2020 , 14:45:00,6594,6594
4424,26/07/2020 , 15:00:00,3313,3313
4425,26/07/2020 , 15:15:00,4739,4739
4426,26/07/2020 , 15:30:00,2193,2193
4427,26/07/2020 , 15:45:00,1499,1499
4428,26/07/2020 , 16:00:00,1902,1902
4429,26/07/2020 , 16:15:00,2370,2370
4430,26/07/2020 , 16:30:00,3136,3136
4431,26/07/2020 , 16:45:00,3059,3059
4432,26/07/2020 , 17:00:00,2478,2478
4433,26/07/2020 , 17:15:00,1822,1822
4434,26/07/2020 , 17:30:00,3391,3391
4435,26/07/2020 , 17:45:00,3584,3584
4436,26/07/2020 , 18:00:00,2444,2444
4437,26/07/2020 , 18:15:00,2959,2959
4438,26/07/2020 , 18:30:00,1484,1484
4439,26/07/2020 , 18:45:00,4366,4366
4440,26/07/2020 , 19:00:00,1422,1422
4441,26/07/2020 , 19:15:00,1623,1623
4442,26/07/2020 , 19:30:00,1225,1225
4443,26/07/2020 , 19:45:00,1727,1727
4444,26/07/2020 , 20:00:00,1814,1814
4445,26/07/2020 , 20:15:00,2505,2505
4446,26/07/2020 , 20:30:00,1718,1718
4447,26/07/2020 , 20:45:00,1985,1985
4448,26/07/2020 , 21:00:00,964,964
4449,26/07/2020 , 21:15:00,817,817
4450,26/07/2020 , 21:30:00,713,713
4451,26/07/2020 , 21:45:00,759,759
4452,26/07/2020 , 22:00:00,558,558
4453,26/07/2020 , 22:15:00,292,292
4454,26/07/2020 , 22:30:00,160,160
4455,26/07/2020 , 22:45:00,90,90
4456,26/07/2020 , 23:00:00,57,57
4457,26/07/2020 , 23:15:00,34,34
4458,26/07/2020 , 23:30:00,21,21
4459,26/07/2020 , 23:45:00,12,12
4460,26/07/2020 , 24:00:00,6,6
4461,27/07/2020 , 00:15:00,1,1
4462,27/07/2020 , 00:30:00,0,0
4463,27/07/2020 , 00:45:00,0,0
4464,27/07/2020 , 01:00:00,0,0
4465,27/07/2020 , 01:15:00,0,0
4466,27/07/2020 , 01:30:00,0,0
4467,27/07/2020 , 01:45:00,0,0
4468,27/07/2020 , 02:00:00,0,0
4469,27/07/2020 , 02:15:00,0,0
4470,27/07/2020 , 02:30:00,0,0
4471,27/07/2020 , 02:45:00,0,0
4472,27/07/2020 , 03:00:00,0,0
4473,27/07/2020 , 03:15:00,0,0
4474,27/07/2020 , 03:30:00,0,0
4475,27/07/2020 , 03:45:00,0,0
4476,27/07/2020 , 04:00:00,2,2
4477,27/07/2020 , 04:15:00,7,7
4478,27/07/2020 , 04:30:00,10,10
4479,27/07/2020 , 04:45:00,28,28
4480,27/07/2020 , 05:00:00,101,101
4481,27/07/2020 , 05:15:00,143,143
4482,27/07/2020 , 05:30:00,221,221
4483,27/07/2020 , 05:45:00,334,334
4484,27/07/2020 , 06:00:00,295,295
4485,27/07/2020 , 06:15:00,570,570
4486,27/07/2020 , 06:30:00,486,486
4487,27/07/2020 , 06:45:00,478,478
4488,27/07/2020 , 07:00:00,648,648
4489,27/07/2020 , 07:15:00,712,712
4490,27/07/2020 , 07:30:00,826,826
4491,27/07/2020 , 07:45:00,818,818
4492,27/07/2020 , 08:00:00,908,908
4493,27/07/2020 , 08:15:00,1244,1244
4494,27/07/2020 , 08:30:00,1827,1827
4495,27/07/2020 , 08:45:00,2272,2272
4496,27/07/2020 , 09:00:00,1731,1731
4497,27/07/2020 , 09:15:00,1585,1585
4498,27/07/2020 , 09:30:00,1543,1543
4499,27/07/2020 , 09:45:00,1339,1339
4500,27/07/2020 , 10:00:00,1401,1401
4501,27/07/2020 , 10:15:00,1372,1372
4502,27/07/2020 , 10:30:00,1621,1621
4503,27/07/2020 , 10:45:00,1741,1741
4504,27/07/2020 , 11:00:00,1935,1935
4505,27/07/2020 , 11:15:00,2081,2081
4506,27/07/2020 , 11:30:00,2734,2734
4507,27/07/2020 , 11:45:00,3549,3549
4508,27/07/2020 , 12:00:00,3671,3671
4509,27/07/2020 , 12:15:00,2548,2548
4510,27/07/2020 , 12:30:00,2035,2035
4511,27/07/2020 , 12:45:00,1864,1864
4512,27/07/2020 , 13:00:00,2420,2420
4513,27/07/2020 , 13:15:00,2202,2202
4514,27/07/2020 , 13:30:00,1618,1618
4515,27/07/2020 , 13:45:00,1880,1880
4516,27/07/2020 , 14:00:00,2128,2128
4517,27/07/2020 , 14:15:00,2208,2208
4518,27/07/2020 , 14:30:00,2315,2315
4519,27/07/2020 , 14:45:00,3219,3219
4520,27/07/2020 , 15:00:00,4156,4156
4521,27/07/2020 , 15:15:00,3687,3687
4522,27/07/2020 , 15:30:00,3234,3234
4523,27/07/2020 , 15:45:00,4155,4155
4524,27/07/2020 , 16:00:00,3577,3577
4525,27/07/2020 , 16:15:00,2221,2221
4526,27/07/2020 , 16:30:00,1323,1323
4527,27/07/2020 , 16:45:00,1319,1319
4528,27/07/2020 , 17:00:00,1391,1391
