Site Name ,POKE
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11619


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

426,11/06/2022 , 03:15:00,298,298
427,11/06/2022 , 03:30:00,446,446
428,11/06/2022 , 03:45:00,617,617
429,11/06/2022 , 04:00:00,808,808
430,11/06/2022 , 04:15:00,1018,1018
431,11/06/2022 , 04:30:00,1325,1325
432,11/06/2022 , 04:45:00,1925,1925
433,11/06/2022 , 05:00:00,2660,2660
434,11/06/2022 , 05:15:00,4054,4054
435,11/06/2022 , 05:30:00,4824,4824
436,11/06/2022 , 05:45:00,5873,5873
437,11/06/2022 , 06:00:00,6955,6955
438,11/06/2022 , 06:15:00,8201,8201
439,11/06/2022 , 06:30:00,9886,9886
440,11/06/2022 , 06:45:00,12051,12051
441,11/06/2022 , 07:00:00,14386,14386
442,11/06/2022 , 07:15:00,16852,16852
443,11/06/2022 , 07:30:00,18498,18498
444,11/06/2022 , 07:45:00,19279,19279
445,11/06/2022 , 08:00:00,19878,19878
446,11/06/2022 , 08:15:00,21451,21451
447,11/06/2022 , 08:30:00,22965,22965
448,11/06/2022 , 08:45:00,24509,24509
449,11/06/2022 , 09:00:00,25664,25664
450,11/06/2022 , 09:15:00,26621,26621
451,11/06/2022 , 09:30:00,28586,28586
452,11/06/2022 , 09:45:00,29787,29787
453,11/06/2022 , 10:00:00,31007,31007
454,11/06/2022 , 10:15:00,32073,32073
455,11/06/2022 , 10:30:00,33645,33645
456,11/06/2022 , 10:45:00,34990,34990
457,11/06/2022 , 11:00:00,36265,36265
458,11/06/2022 , 11:15:00,37588,37588
459,11/06/2022 , 11:30:00,38256,38256
460,11/06/2022 , 11:45:00,38879,38879
461,11/06/2022 , 12:00:00,38760,38760
462,11/06/2022 , 12:15:00,40160,40160
463,11/06/2022 , 12:30:00,41200,41200
464,11/06/2022 , 12:45:00,42245,42245
465,11/06/2022 , 13:00:00,43954,43954
466,11/06/2022 , 13:15:00,43926,43926
467,11/06/2022 , 13:30:00,45201,45201
468,11/06/2022 , 13:45:00,45650,45650
469,11/06/2022 , 14:00:00,46988,46988
470,11/06/2022 , 14:15:00,25279,25279
471,11/06/2022 , 14:30:00,18592,18592
472,11/06/2022 , 14:45:00,15324,15324
473,11/06/2022 , 15:00:00,14067,14067
474,11/06/2022 , 15:15:00,12357,12357
475,11/06/2022 , 15:30:00,12801,12801
476,11/06/2022 , 15:45:00,15781,15781
477,11/06/2022 , 16:00:00,12648,12648
478,11/06/2022 , 16:15:00,16787,16787
479,11/06/2022 , 16:30:00,12782,12782
480,11/06/2022 , 16:45:00,21599,21599
481,11/06/2022 , 17:00:00,23641,23641
482,11/06/2022 , 17:15:00,10772,10772
483,11/06/2022 , 17:30:00,16407,16407
484,11/06/2022 , 17:45:00,22331,22331
485,11/06/2022 , 18:00:00,15644,15644
486,11/06/2022 , 18:15:00,10574,10574
487,11/06/2022 , 18:30:00,17342,17342
488,11/06/2022 , 18:45:00,13875,13875
